Date,LINK
1/12/20,13.38953495
2/12/20,13.98736572
3/12/20,13.97472095
4/12/20,12.74124527
5/12/20,13.17303753
6/12/20,13.49239731
7/12/20,13.08094883
8/12/20,12.14571381
9/12/20,12.63339043
10/12/20,11.92219925
11/12/20,11.66010571
12/12/20,12.20915699
13/12/20,12.93370342
14/12/20,12.8275528
15/12/20,12.70547104
16/12/20,13.451087
17/12/20,13.46713257
18/12/20,13.51119328
19/12/20,13.49218655
20/12/20,13.07007408
21/12/20,12.34199524
22/12/20,12.79393291
23/12/20,10.83131218
24/12/20,11.57545376
25/12/20,11.54668522
26/12/20,10.96487427
27/12/20,12.12970829
28/12/20,12.62838078
29/12/20,11.77112484
30/12/20,11.25357533
31/12/20,11.27053833
1/1/21,11.87255478
2/1/21,12.22013664
3/1/21,13.65017223
4/1/21,13.57106304
5/1/21,14.53986835
6/1/21,17.15525627
7/1/21,16.03196716
8/1/21,15.28808498
9/1/21,17.60751343
10/1/21,16.2474308
11/1/21,14.5569334
12/1/21,13.91584873
13/1/21,15.9300909
14/1/21,17.82625008
15/1/21,20.70972633
16/1/21,20.21839714
17/1/21,23.16677284
18/1/21,22.03626251
19/1/21,20.75409317
20/1/21,21.84677696
21/1/21,18.42427254
22/1/21,21.62949753
23/1/21,24.76153183
24/1/21,24.70185852
25/1/21,23.54012108
26/1/21,23.02586365
27/1/21,21.07044792
28/1/21,23.66422653
29/1/21,22.77344322
30/1/21,23.59402847
31/1/21,22.59843445
1/2/21,22.83964157
2/2/21,23.71361351
3/2/21,25.07303429
4/2/21,24.4989624
5/2/21,26.36332512
6/2/21,25.04932976
7/2/21,24.79012108
8/2/21,25.45610237
9/2/21,27.59421539
10/2/21,26.85959625
11/2/21,27.87423897
12/2/21,30.64073944
13/2/21,34.1019783
14/2/21,33.29032135
15/2/21,32.57589722
16/2/21,31.97348022
17/2/21,32.25679779
18/2/21,32.44149399
19/2/21,34.71520996
20/2/21,34.1098175
21/2/21,34.15274048
22/2/21,31.53080559
23/2/21,25.80034256
24/2/21,28.08671951
25/2/21,24.66804695
26/2/21,25.18731308
27/2/21,26.23509789
28/2/21,24.66353226
1/3/21,27.60706139
2/3/21,28.51118279
3/3/21,29.99002838
4/3/21,27.71873856
5/3/21,27.87541389
6/3/21,28.16510391
7/3/21,28.54821205
8/3/21,31.69816017
9/3/21,31.49925232
10/3/21,29.94671631
11/3/21,30.07517433
12/3/21,28.46152306
13/3/21,29.7792263
14/3/21,28.7894249
15/3/21,27.49176216
16/3/21,27.91741943
17/3/21,31.0097599
18/3/21,29.50481224
19/3/21,29.90987587
20/3/21,29.67692566
21/3/21,29.27283859
22/3/21,27.39811325
23/3/21,26.91505814
24/3/21,25.05388451
25/3/21,25.69628716
26/3/21,27.40156746
27/3/21,26.8795433
28/3/21,26.69699478
29/3/21,28.05256844
30/3/21,27.90404892
31/3/21,29.35113716
1/4/21,30.23321915
2/4/21,32.5332489
3/4/21,29.53488922
4/4/21,30.95728111
5/4/21,32.39665604
6/4/21,34.79787827
7/4/21,31.17518425
8/4/21,32.74489975
9/4/21,31.63246727
10/4/21,31.89926147
11/4/21,33.91918182
12/4/21,33.10542679
13/4/21,35.45663452
14/4/21,41.42370987
15/4/21,42.75316238
16/4/21,42.10155487
17/4/21,40.3720665
18/4/21,39.06591034
19/4/21,35.87938309
20/4/21,38.950634
21/4/21,36.43635941
22/4/21,35.23340607
23/4/21,35.05847931
24/4/21,31.12519836
25/4/21,31.5406208
26/4/21,35.13598633
27/4/21,36.80806732
28/4/21,36.22083664
29/4/21,36.44501877
30/4/21,38.12850571
1/5/21,41.11626053
2/5/21,39.50485611
3/5/21,42.05980682
4/5/21,45.68613815
5/5/21,49.42929459
6/5/21,47.12740326
7/5/21,49.31119919
8/5/21,48.60890579
9/5/21,52.19869614
10/5/21,46.46869659
11/5/21,48.75476456
12/5/21,41.03371048
13/5/21,43.08983231
14/5/21,46.5469017
15/5/21,41.4983139
16/5/21,40.73714828
17/5/21,37.19443893
18/5/21,42.54531479
19/5/21,26.70195961
20/5/21,30.78122902
21/5/21,25.57757759
22/5/21,23.29215813
23/5/21,20.00837326
24/5/21,26.36295891
25/5/21,27.62983894
26/5/21,33.98487473
27/5/21,31.51471329
28/5/21,27.95169258
29/5/21,25.39863968
30/5/21,26.8696022
31/5/21,32.0885849
1/6/21,30.69901276
2/6/21,30.6563015
3/6/21,32.19055939
4/6/21,28.8757534
5/6/21,27.12679672
6/6/21,27.55157661
7/6/21,24.52721024
8/6/21,24.17489815
9/6/21,25.56934166
10/6/21,23.1006794
11/6/21,21.47896767
12/6/21,21.68654633
13/6/21,23.33760071
14/6/21,23.86089897
15/6/21,26.08422661
16/6/21,23.01507759
17/6/21,23.35679054
18/6/21,21.21115112
19/6/21,20.42398262
20/6/21,21.73541641
21/6/21,17.42409706
22/6/21,16.80649185
23/6/21,18.38720322
24/6/21,19.03735733
25/6/21,16.93096733
26/6/21,16.95522118
27/6/21,18.3441391
28/6/21,18.77398872
29/6/21,19.46001053
30/6/21,19.49723625
1/7/21,18.27329254
2/7/21,18.28356171
3/7/21,18.53881836
4/7/21,19.26283836
5/7/21,18.37158966
6/7/21,20.08046532
7/7/21,19.76412773
8/7/21,18.42205048
9/7/21,18.63038445
10/7/21,18.20778847
11/7/21,18.3639679
12/7/21,17.550354
13/7/21,16.86616135
14/7/21,16.94568253
15/7/21,15.68165207
16/7/21,15.26286507
17/7/21,15.36005592
18/7/21,15.50241184
19/7/21,14.50906181
20/7/21,13.77589703
21/7/21,15.26847744
22/7/21,16.08571815
23/7/21,16.51156235
24/7/21,16.70583153
25/7/21,16.75965881
26/7/21,18.08965302
27/7/21,19.49963379
28/7/21,19.03027344
29/7/21,19.34584999
30/7/21,22.31596184
31/7/21,22.75370216
1/8/21,22.12683868
2/8/21,23.48034859
3/8/21,23.87595749
4/8/21,24.1888752
5/8/21,24.05049515
6/8/21,23.85933495
7/8/21,24.63165283
8/8/21,23.04560852
9/8/21,24.2872467
10/8/21,24.56628609
11/8/21,25.94653893
12/8/21,24.91723442
13/8/21,27.73313713
14/8/21,27.15542221
15/8/21,27.90401268
16/8/21,28.08433914
17/8/21,26.15813637
18/8/21,25.51289558
19/8/21,27.06476021
20/8/21,28.70184135
21/8/21,27.86159134
22/8/21,28.02281761
23/8/21,28.55410194
24/8/21,25.75219727
25/8/21,26.5204792
26/8/21,24.42632675
27/8/21,26.0182991
28/8/21,25.72908974
29/8/21,25.81366158
30/8/21,24.98093414
31/8/21,26.75070763
1/9/21,29.73518181
2/9/21,29.98524475
3/9/21,30.78426552
4/9/21,29.89782333
5/9/21,33.50342941
6/9/21,34.7848587
7/9/21,28.11425018
8/9/21,27.15100861
9/9/21,27.97862816
10/9/21,26.38752365
11/9/21,27.04114914
12/9/21,29.37924385
13/9/21,26.91848183
14/9/21,30.74616432
15/9/21,30.77960014
16/9/21,29.82655144
17/9/21,27.69459724
18/9/21,28.39057732
19/9/21,27.39574814
20/9/21,23.43109894
21/9/21,21.432621
22/9/21,24.49307251
23/9/21,25.45398331
24/9/21,23.28073883
25/9/21,24.52366066
26/9/21,24.60215569
27/9/21,23.06629753
28/9/21,22.1019001
29/9/21,22.8805294
30/9/21,23.98634911
