Date,Cryptocurrency,Crackdown,Crypto,Blockchain,Digital currency,Crypto Mining,DeFi,Altcoins,Smart contracts,Stablecoin,Bittrex,Coinbase,Vitalik,Satoshi,Cryptocurrency regulation,Gary Gensler,Tesla,Elon Musk,Whales,Decentralised finance,Distributed ledger,Halving,ICO,China Digital Currency
2/6/18,6,5,4,27,3,9,25,4,3,0,7,1,1,15,0,0,8,2,26,0,22,0,19,0
3/6/18,8,4,3,24,4,7,25,4,1,0,7,1,2,10,0,0,8,2,30,0,15,1,23,0
4/6/18,8,5,4,38,11,8,29,5,6,0,5,1,2,13,13,0,8,2,27,0,25,0,27,0
5/6/18,9,3,4,43,7,3,27,2,7,1,6,1,2,16,0,5,8,2,28,0,38,0,31,0
6/6/18,10,5,4,40,10,14,27,5,8,0,5,1,1,18,11,0,10,3,33,0,38,1,32,0
7/6/18,8,9,4,39,9,12,45,2,6,1,4,1,2,14,0,0,9,2,29,0,13,0,29,8
8/6/18,8,6,4,33,11,9,29,3,5,1,4,1,2,15,3,0,9,2,19,0,33,0,28,0
9/6/18,8,5,3,24,8,10,31,6,0,0,6,1,0,17,3,0,8,2,23,0,0,0,19,0
10/6/18,10,14,5,21,12,10,29,9,5,0,6,1,1,16,3,0,8,3,29,0,29,0,19,0
11/6/18,11,12,5,36,3,10,29,5,4,0,5,1,4,21,7,0,8,2,25,0,0,0,24,0
12/6/18,11,7,4,39,19,12,26,3,6,1,5,2,2,15,7,0,10,3,23,0,23,0,26,8
13/6/18,12,4,5,33,7,15,27,2,8,0,7,1,2,19,12,0,10,3,25,0,42,1,26,0
14/6/18,11,4,4,34,7,7,52,1,5,0,4,1,2,16,0,0,8,3,22,0,43,0,25,16
15/6/18,8,4,3,32,9,10,38,5,2,0,4,1,2,11,3,0,8,2,17,0,33,0,23,17
16/6/18,7,3,3,23,3,10,35,1,3,0,4,1,1,15,0,0,7,3,21,0,7,0,14,0
17/6/18,7,1,3,21,10,5,25,6,4,0,4,1,0,20,0,0,8,3,25,0,44,0,16,0
18/6/18,7,4,3,33,5,12,25,6,5,0,3,1,1,13,0,0,8,2,27,0,0,0,23,0
19/6/18,9,4,4,35,4,9,23,5,5,1,5,1,3,13,0,0,9,3,26,0,0,0,24,0
20/6/18,9,3,3,35,13,10,19,3,9,3,4,1,1,15,5,0,8,2,18,0,55,0,23,0
21/6/18,8,3,4,37,10,9,37,4,5,3,4,1,2,16,0,0,7,2,18,0,6,0,26,0
22/6/18,10,2,4,31,8,9,29,2,6,0,3,1,2,18,0,0,8,2,22,0,6,0,21,0
23/6/18,9,2,3,21,12,2,25,3,3,0,4,1,2,12,7,0,7,2,21,0,14,0,14,0
24/6/18,9,4,4,24,7,10,21,5,3,0,4,1,1,12,3,0,7,2,24,0,14,0,14,0
25/6/18,7,2,4,36,7,12,24,2,7,1,4,1,0,14,12,0,8,1,21,0,36,0,21,0
26/6/18,8,2,4,33,6,7,22,0,8,1,4,1,2,16,0,0,8,1,18,0,12,0,22,0
27/6/18,8,1,4,37,7,7,20,3,4,0,3,1,3,17,3,0,8,2,24,0,0,0,20,0
28/6/18,9,3,3,35,4,6,30,0,4,0,4,1,1,15,11,0,9,2,20,0,37,0,20,0
29/6/18,8,3,4,33,6,9,24,2,6,0,4,1,0,12,0,0,9,3,22,0,6,0,19,0
30/6/18,8,2,3,23,9,8,23,4,10,0,5,1,0,16,0,0,8,2,26,0,0,0,13,0
1/7/18,6,1,3,24,7,9,20,6,2,1,2,1,2,20,3,0,8,2,26,0,7,0,12,0
2/7/18,8,2,3,31,6,10,22,5,7,0,5,1,0,22,8,0,10,2,20,0,0,0,19,0
3/7/18,8,2,4,34,13,9,15,3,7,2,6,1,2,18,10,0,9,2,20,0,7,0,21,0
4/7/18,8,2,4,36,10,8,19,6,6,3,4,1,1,17,0,0,8,2,28,0,6,0,21,17
5/7/18,8,3,4,32,3,12,28,10,3,2,4,1,2,13,6,0,8,2,28,0,0,0,21,0
6/7/18,8,2,3,31,5,11,20,4,4,0,4,1,2,12,0,0,9,6,25,0,19,0,16,0
7/7/18,5,2,3,19,8,4,18,4,1,0,4,1,4,10,3,0,8,9,21,0,7,0,11,0
8/7/18,8,1,3,19,5,7,24,4,2,0,4,1,6,18,0,0,8,12,28,0,7,0,12,0
9/7/18,7,1,4,31,5,13,21,5,6,0,5,1,4,20,0,0,9,13,18,0,0,0,23,0
10/7/18,8,2,3,31,9,8,21,0,1,0,5,1,2,14,18,0,9,15,24,0,61,0,21,0
11/7/18,7,1,3,36,4,13,21,4,7,0,4,1,1,14,0,0,8,7,31,0,23,0,18,0
12/7/18,7,3,4,35,13,5,22,5,6,0,4,1,1,13,0,0,9,6,27,0,13,0,24,0
13/7/18,6,3,3,31,10,7,30,5,7,0,4,1,1,15,0,0,8,4,31,0,0,0,19,0
14/7/18,6,3,3,20,14,12,16,6,0,0,4,1,1,19,0,0,8,4,22,0,0,0,10,0
15/7/18,6,2,3,20,8,11,20,3,9,0,3,1,3,19,0,0,8,8,30,0,15,0,12,0
16/7/18,7,2,3,31,8,7,24,19,5,0,5,1,0,15,0,0,9,15,26,0,39,0,20,0
17/7/18,10,4,4,35,7,12,24,2,5,2,6,2,2,20,0,0,9,7,21,0,39,0,20,0
18/7/18,10,4,5,44,8,5,20,5,14,2,6,2,2,22,0,0,8,7,25,0,53,0,22,0
19/7/18,9,2,4,36,7,8,34,2,3,0,6,1,2,18,0,0,9,4,20,0,26,0,22,0
20/7/18,9,3,4,33,8,10,29,10,6,0,4,1,2,24,31,6,8,3,20,0,0,0,17,0
21/7/18,6,1,3,21,6,11,21,3,4,0,3,1,1,15,0,0,9,3,23,0,30,0,13,0
22/7/18,7,4,3,20,8,13,16,3,7,0,5,1,4,21,0,0,8,4,27,0,15,0,13,0
23/7/18,7,1,3,34,15,7,23,7,6,0,4,1,2,19,10,0,9,3,28,0,39,0,20,0
24/7/18,9,2,4,41,2,12,40,7,15,5,8,2,0,24,0,0,9,3,18,0,26,0,21,0
25/7/18,9,3,4,40,15,16,22,5,6,0,4,1,2,22,20,0,8,3,35,0,0,0,18,0
26/7/18,8,2,4,38,10,2,42,0,12,0,6,1,1,18,20,0,8,3,27,0,0,0,16,0
27/7/18,9,3,4,32,10,12,29,5,2,2,5,1,1,16,0,0,8,3,30,0,0,0,17,0
28/7/18,7,2,3,23,8,4,21,3,2,6,6,1,3,11,0,0,8,3,32,0,15,0,10,19
29/7/18,7,3,3,22,6,19,23,6,9,0,7,1,0,15,0,0,8,3,31,0,0,0,14,0
30/7/18,6,1,4,34,22,8,22,7,6,2,6,1,3,19,10,0,9,3,28,0,13,0,20,0
31/7/18,9,2,4,32,7,13,21,9,5,2,5,1,5,19,0,0,9,2,24,0,12,0,20,0
1/8/18,7,0,4,36,9,14,20,9,6,0,6,1,3,17,9,0,11,3,26,0,12,0,18,0
2/8/18,8,2,4,35,5,11,36,2,6,2,4,1,3,11,0,0,13,3,27,0,36,0,17,0
3/8/18,7,2,4,30,5,8,26,5,2,0,6,1,1,21,0,0,10,2,23,0,0,0,18,0
4/8/18,7,2,3,17,3,6,20,0,3,0,4,1,0,12,0,0,8,3,25,0,0,0,12,0
5/8/18,6,2,3,22,14,6,17,3,3,0,3,1,2,14,0,0,9,3,34,0,0,0,11,0
6/8/18,8,2,4,34,22,19,24,9,6,0,4,1,1,19,0,0,8,2,28,0,12,0,18,0
7/8/18,7,3,4,34,5,6,20,2,7,2,3,2,3,14,0,0,15,5,24,0,25,0,19,16
8/8/18,10,2,5,33,12,9,18,5,7,0,3,2,1,21,0,0,16,6,27,0,37,0,18,0
9/8/18,7,2,4,32,5,5,35,9,5,0,3,1,2,26,0,0,11,4,35,0,26,0,17,0
10/8/18,8,4,4,32,10,5,26,0,5,0,4,1,1,15,20,0,10,2,21,0,39,0,17,0
11/8/18,10,2,4,20,8,7,18,0,0,0,5,1,3,16,0,0,9,3,26,0,0,0,13,0
12/8/18,6,1,3,23,3,13,27,3,3,3,1,1,1,19,11,0,8,3,30,0,0,0,12,0
13/8/18,7,2,4,33,7,6,26,5,11,2,3,1,2,13,0,0,9,3,24,0,12,0,20,0
14/8/18,12,2,5,35,5,10,22,12,6,2,4,1,3,24,0,0,9,5,27,0,0,0,18,0
15/8/18,9,3,5,32,5,13,21,10,5,0,5,1,2,16,0,6,9,3,25,0,13,0,17,0
16/8/18,8,3,4,32,7,13,52,5,8,0,4,1,6,18,10,0,9,3,22,0,65,0,20,0
17/8/18,8,3,4,32,5,5,35,0,9,2,6,1,4,6,10,0,12,8,26,0,0,0,19,0
18/8/18,6,2,3,22,8,4,33,3,2,0,5,1,2,22,0,0,10,8,31,0,30,0,12,0
19/8/18,6,2,3,19,11,9,25,3,0,3,5,1,2,16,11,0,9,6,27,0,15,1,13,0
20/8/18,6,1,4,30,2,12,29,0,9,2,4,1,0,8,0,0,11,5,26,0,0,0,15,0
21/8/18,8,2,4,32,5,10,29,5,8,0,3,1,1,16,10,0,10,4,23,0,12,0,17,0
22/8/18,9,2,4,32,2,13,24,5,9,0,3,1,1,10,0,0,10,5,26,0,0,0,17,0
23/8/18,6,3,4,33,5,7,30,2,6,0,4,1,3,14,0,0,9,3,21,0,0,0,20,0
24/8/18,7,2,3,31,8,5,43,0,3,3,3,1,1,16,0,0,10,3,22,0,0,0,15,0
25/8/18,6,2,2,22,8,6,27,0,9,3,3,1,1,15,11,0,10,3,23,0,0,0,11,0
26/8/18,6,1,3,20,6,8,28,5,2,0,3,1,0,16,0,0,9,3,22,0,15,0,10,0
27/8/18,7,1,3,33,2,5,34,2,6,0,4,1,3,13,0,0,9,3,29,0,51,1,17,0
28/8/18,7,2,4,35,5,14,26,2,9,0,5,1,2,13,0,0,9,3,22,0,38,0,16,0
29/8/18,7,3,4,42,5,6,30,5,11,0,3,1,0,15,0,0,9,3,25,0,38,0,18,16
30/8/18,7,3,4,38,12,2,40,7,0,0,5,1,1,20,0,0,9,3,23,0,12,0,17,0
31/8/18,7,2,3,29,5,12,30,0,8,0,4,1,3,19,20,0,9,3,27,0,13,0,18,0
1/9/18,6,3,3,20,11,6,23,5,3,0,7,1,1,14,0,0,8,2,25,0,0,0,13,0
2/9/18,6,3,4,22,6,13,21,5,3,0,4,1,0,14,0,0,7,3,30,0,15,0,16,0
3/9/18,7,2,3,29,7,8,19,2,5,0,5,1,1,8,10,0,7,2,25,0,0,0,15,0
4/9/18,8,2,4,36,5,14,28,2,6,0,5,1,2,22,9,0,9,2,30,0,25,0,23,0
5/9/18,8,3,4,39,12,14,28,2,7,2,5,1,3,19,9,0,9,4,23,0,12,0,18,0
6/9/18,9,2,5,33,17,6,24,0,6,0,5,1,1,20,0,0,8,3,20,0,12,0,19,0
7/9/18,8,6,3,28,10,5,32,5,5,2,3,1,1,11,10,0,17,28,17,0,13,0,17,0
8/9/18,6,3,3,20,0,11,31,5,7,0,4,1,3,18,0,0,16,24,27,0,14,0,14,0
9/9/18,7,2,3,21,5,2,22,10,5,0,5,1,3,13,0,0,10,15,25,0,28,0,11,0
10/9/18,8,2,4,34,5,8,25,5,4,9,5,1,5,14,9,0,12,12,25,0,25,1,14,16
11/9/18,9,3,4,35,9,8,22,9,4,12,5,1,2,18,9,0,12,9,22,0,25,0,18,0
12/9/18,10,1,4,35,19,6,32,9,7,2,4,1,2,14,0,0,10,8,25,0,37,0,17,0
13/9/18,6,1,4,35,9,6,33,5,5,2,4,1,4,20,0,6,10,6,25,0,0,0,18,0
14/9/18,7,2,4,30,7,0,29,7,5,2,2,1,2,14,0,0,9,6,30,0,52,0,16,0
15/9/18,5,3,3,25,3,13,27,0,2,4,3,1,2,13,0,0,8,5,21,0,0,0,12,0
16/9/18,5,1,3,21,5,5,22,1,5,5,2,1,3,10,0,0,8,4,26,0,14,0,10,0
17/9/18,7,1,4,29,12,4,27,2,4,1,3,1,1,15,28,0,9,5,28,0,24,0,15,0
18/9/18,7,2,3,32,9,6,26,3,3,1,4,1,1,12,0,0,10,7,25,0,5,0,11,0
19/9/18,7,3,4,35,3,8,25,3,6,0,5,1,1,17,0,0,9,5,24,0,29,0,16,0
20/9/18,7,3,4,38,11,6,24,6,5,0,4,1,4,17,0,3,9,4,25,0,29,0,14,0
21/9/18,7,1,4,31,10,12,25,0,9,0,7,1,1,14,5,0,8,4,30,0,7,0,18,8
22/9/18,6,2,3,24,11,5,31,5,1,0,4,1,0,14,0,0,8,3,28,0,0,0,9,0
23/9/18,6,3,3,22,5,5,30,4,2,0,4,1,2,11,0,0,8,3,27,0,6,0,10,0
24/9/18,5,2,3,36,9,8,20,3,8,9,5,1,3,11,0,0,8,3,26,0,28,0,13,0
25/9/18,6,3,4,40,5,11,25,1,5,2,4,1,1,13,0,0,8,3,28,0,5,0,18,0
26/9/18,6,3,4,40,7,10,25,3,10,6,4,1,1,15,0,0,8,3,33,0,29,0,16,0
27/9/18,7,3,4,38,5,8,23,4,9,2,4,1,1,16,14,0,10,5,25,0,30,0,15,0
28/9/18,6,3,4,34,6,9,28,1,7,0,4,1,1,13,0,0,15,10,24,0,0,0,16,0
29/9/18,6,1,4,26,8,5,27,0,1,3,5,1,1,14,11,0,11,9,21,0,6,0,15,0
30/9/18,5,4,3,25,5,6,20,1,5,8,4,1,1,13,5,0,14,19,23,0,53,0,11,9
1/10/18,6,2,5,34,12,8,21,4,2,7,3,1,1,16,10,0,14,9,23,0,18,0,23,0
2/10/18,6,4,4,33,12,7,26,4,8,6,3,1,1,16,0,0,12,6,28,0,12,0,21,0
3/10/18,7,3,5,37,10,5,21,3,6,0,3,1,1,12,0,0,10,5,23,0,18,0,20,0
4/10/18,6,3,4,33,4,13,22,5,8,8,5,1,2,17,10,0,9,5,25,0,24,0,22,0
5/10/18,6,3,4,33,15,9,25,1,7,1,3,1,0,15,10,0,10,5,26,0,17,0,20,0
6/10/18,5,3,4,23,5,11,23,0,2,4,4,1,1,18,0,0,9,3,18,0,13,0,17,9
7/10/18,5,2,3,21,1,9,22,6,0,5,5,1,1,8,5,0,8,3,23,0,0,0,13,0
8/10/18,6,3,5,34,11,11,25,4,2,0,4,1,0,16,19,0,10,5,24,0,0,0,19,0
9/10/18,6,1,5,33,9,10,21,3,11,4,3,1,0,12,14,0,10,4,22,0,28,0,21,0
10/10/18,6,4,5,36,4,9,21,1,8,11,4,1,1,13,0,0,10,3,28,0,17,0,24,0
11/10/18,8,2,5,32,5,9,37,1,9,0,3,1,3,12,10,0,9,3,24,0,7,0,20,0
12/10/18,6,3,4,29,9,9,34,3,8,9,3,1,3,14,0,3,10,4,27,0,12,0,17,0
13/10/18,5,2,3,23,7,6,30,2,4,0,4,1,2,16,17,0,8,3,25,0,6,0,13,0
14/10/18,6,3,3,21,10,10,45,8,6,1,4,1,2,13,0,0,9,4,25,0,7,0,11,0
15/10/18,7,3,4,37,5,4,29,7,7,16,4,1,2,13,0,0,9,3,27,0,6,0,14,0
16/10/18,7,4,4,39,6,11,26,5,5,12,3,1,2,12,10,0,9,3,28,0,6,0,16,0
17/10/18,6,3,4,39,21,9,31,3,8,2,3,1,3,13,14,0,9,3,23,0,36,0,18,0
18/10/18,7,3,3,35,12,4,27,3,3,7,3,1,2,15,5,0,9,2,23,0,31,0,17,0
19/10/18,5,3,3,32,5,8,26,1,4,13,4,1,1,16,15,0,11,5,18,0,31,0,16,0
20/10/18,5,1,3,21,8,7,24,1,2,3,4,1,1,16,0,0,9,15,21,0,20,0,10,0
21/10/18,5,2,3,22,3,2,30,4,1,3,3,1,1,8,22,0,8,8,21,0,7,0,10,0
22/10/18,6,1,4,35,6,4,25,4,7,1,4,1,1,21,0,0,8,6,27,0,6,1,14,0
23/10/18,6,2,4,41,10,7,25,1,6,15,5,1,1,14,14,0,10,6,25,0,17,0,17,0
24/10/18,6,3,3,37,12,7,24,3,8,7,3,1,2,13,10,3,12,4,22,0,12,0,14,0
25/10/18,5,4,3,39,8,7,32,2,13,5,3,1,1,14,10,0,14,4,23,0,23,0,16,0
26/10/18,6,4,3,30,9,7,26,5,6,1,3,1,3,11,15,0,11,5,24,0,6,0,14,0
27/10/18,4,3,3,23,12,11,22,5,3,3,3,1,1,18,5,0,9,4,14,0,6,0,10,0
28/10/18,5,2,3,22,5,10,31,4,2,0,2,1,2,17,0,0,8,4,22,0,18,1,9,0
29/10/18,6,2,4,33,8,4,26,0,3,0,4,1,1,14,5,0,9,3,23,0,29,0,15,0
30/10/18,5,1,3,31,9,9,32,5,6,2,5,1,1,11,19,0,9,3,23,0,11,0,16,0
31/10/18,6,3,4,32,10,3,24,1,7,6,4,1,1,19,0,0,9,3,19,0,42,0,16,0
1/11/18,5,3,3,33,8,6,31,5,4,4,2,1,1,16,0,0,9,3,25,0,12,0,13,9
2/11/18,6,3,3,27,6,4,24,6,2,5,4,1,2,15,20,0,9,3,25,0,12,0,12,0
3/11/18,6,2,3,20,7,3,22,3,4,0,2,1,4,9,17,3,8,3,18,0,7,0,8,0
4/11/18,5,2,3,23,5,3,25,4,5,0,3,1,0,15,16,0,8,2,19,0,13,0,11,0
5/11/18,7,5,4,35,6,10,30,0,4,2,4,1,2,13,0,0,9,4,21,0,29,0,16,16
6/11/18,6,4,4,37,7,2,25,0,7,5,3,1,1,11,28,0,8,3,22,0,34,0,16,0
7/11/18,6,3,4,36,8,11,26,6,6,0,4,1,0,16,0,3,7,3,22,0,23,0,12,0
8/11/18,5,4,3,35,9,10,28,3,12,0,3,1,2,12,0,0,9,3,22,0,18,0,15,0
9/11/18,5,9,3,29,6,5,25,3,8,10,4,1,0,14,0,0,9,3,21,0,12,0,13,0
10/11/18,6,12,3,23,3,11,28,0,5,1,4,1,2,16,0,0,8,3,18,0,20,0,10,0
11/11/18,4,17,3,21,5,6,23,2,9,1,4,1,2,13,16,0,8,3,18,0,0,0,9,0
12/11/18,5,11,3,32,12,10,22,2,6,4,4,1,2,12,0,0,8,2,18,0,17,0,15,0
13/11/18,6,10,3,36,11,7,26,1,3,5,3,1,1,10,10,0,8,3,21,0,11,0,16,0
14/11/18,9,7,5,34,13,6,22,1,4,6,4,1,3,20,0,0,9,3,19,0,30,0,16,0
15/11/18,7,7,5,36,18,9,29,2,10,8,3,1,1,16,0,0,8,2,23,0,47,0,13,0
16/11/18,6,6,4,33,15,9,25,2,6,10,2,1,2,16,0,0,9,2,24,0,12,0,13,0
17/11/18,5,4,3,26,8,8,24,6,2,0,2,1,0,16,0,0,8,2,19,0,14,0,7,0
18/11/18,5,5,3,19,11,8,26,1,3,0,4,1,0,15,0,0,8,3,19,0,0,1,9,0
19/11/18,9,4,5,33,5,4,24,2,5,7,3,1,1,16,0,0,8,2,20,0,6,1,15,8
20/11/18,9,1,6,34,14,11,23,0,4,0,4,1,3,15,5,0,8,2,20,0,19,0,13,0
21/11/18,6,4,4,28,18,6,21,5,13,5,3,1,1,14,0,0,8,2,22,0,12,0,15,0
22/11/18,5,3,4,31,5,2,22,3,7,0,3,1,2,12,0,0,7,2,16,0,47,0,12,0
23/11/18,6,3,4,26,5,3,25,0,7,4,3,1,2,11,20,0,7,2,17,0,12,0,10,0
24/11/18,5,7,3,20,16,7,24,3,7,1,3,1,0,10,11,0,7,2,20,0,6,0,9,0
25/11/18,8,4,5,21,11,5,22,4,2,5,3,1,2,13,11,0,7,2,20,0,6,0,8,0
26/11/18,7,4,4,34,8,13,22,1,9,4,4,1,3,14,0,0,8,3,37,0,17,0,13,0
27/11/18,6,3,4,33,8,11,25,3,4,2,2,1,2,15,10,0,8,4,28,0,29,0,16,0
28/11/18,7,3,4,34,5,2,23,4,6,2,5,1,3,11,14,0,8,3,26,0,23,0,15,0
29/11/18,6,2,4,34,7,8,36,3,5,2,3,1,1,9,14,0,8,3,26,0,47,0,14,0
30/11/18,7,4,4,31,5,14,31,2,7,0,3,1,2,22,5,0,8,3,27,0,6,0,13,0
1/12/18,4,4,3,24,4,7,34,0,1,7,3,1,2,21,17,0,8,2,25,0,13,0,7,0
2/12/18,4,5,2,21,7,6,28,6,1,8,4,1,1,18,0,0,8,3,24,0,26,0,9,0
3/12/18,5,4,3,31,20,7,27,5,8,2,2,1,1,16,5,3,8,3,21,0,12,0,13,0
4/12/18,5,2,3,32,9,8,27,1,10,6,3,1,2,20,0,0,8,3,25,0,0,0,13,0
5/12/18,5,2,3,25,12,6,30,2,10,5,4,1,1,13,10,3,9,2,23,0,23,0,12,0
6/12/18,5,3,4,31,5,3,31,4,8,5,3,1,2,20,14,0,9,2,26,0,6,0,13,0
7/12/18,7,4,4,26,7,5,24,1,6,0,3,1,1,20,10,3,8,3,23,0,25,0,12,0
8/12/18,5,4,3,20,10,4,22,3,2,1,2,1,1,13,0,3,8,3,16,0,6,0,9,0
9/12/18,5,3,3,19,11,8,26,5,6,0,2,1,1,15,16,0,8,3,19,0,19,0,8,9
10/12/18,5,4,3,27,12,5,27,4,9,4,2,1,1,9,5,0,9,6,23,0,17,0,13,0
11/12/18,6,4,3,29,9,2,19,1,7,7,3,1,1,10,0,0,9,4,23,0,12,0,13,0
12/12/18,5,2,3,26,12,7,20,2,6,4,2,1,2,13,0,0,8,3,27,0,19,0,11,34
13/12/18,5,4,3,28,4,5,33,2,7,14,2,1,1,15,0,0,8,2,30,0,43,0,15,0
14/12/18,6,3,4,27,8,2,27,4,3,6,3,1,1,20,0,0,9,3,21,0,30,0,12,0
15/12/18,5,3,3,18,3,11,23,0,3,1,1,1,0,8,0,0,9,3,24,0,0,0,7,0
16/12/18,4,2,3,20,7,4,24,3,5,4,2,1,1,13,0,0,9,2,26,0,14,0,9,0
17/12/18,6,4,4,23,11,7,24,2,2,2,2,1,1,14,0,0,9,2,26,0,28,0,13,0
18/12/18,6,3,3,27,6,3,20,1,9,6,2,1,1,10,0,0,9,2,22,0,12,0,12,0
19/12/18,6,5,4,27,14,4,22,0,5,13,3,1,1,13,0,0,10,6,25,0,13,0,13,0
20/12/18,6,4,3,21,13,6,30,6,5,4,4,1,0,17,10,0,9,4,24,0,26,0,13,0
21/12/18,6,13,3,22,9,3,25,4,4,17,3,1,1,8,21,0,10,4,18,0,28,0,9,0
22/12/18,5,6,3,15,6,4,29,4,1,7,3,1,1,13,0,0,9,4,22,0,15,0,7,0
23/12/18,5,3,3,18,6,3,24,6,2,7,3,1,1,12,0,0,10,3,20,0,0,0,7,0
24/12/18,6,2,3,20,3,3,29,4,2,12,3,1,1,18,0,0,10,3,19,0,7,0,8,0
25/12/18,4,2,3,18,6,4,23,3,8,6,2,1,0,12,0,0,9,3,27,0,28,0,9,0
26/12/18,5,3,3,21,8,13,29,2,5,5,3,1,0,9,0,0,9,2,30,0,12,0,6,0
27/12/18,5,3,3,19,8,11,35,4,4,0,2,1,0,13,0,0,10,3,27,0,12,0,7,0
28/12/18,5,5,4,20,13,7,27,2,2,5,3,1,0,12,0,0,9,3,18,0,12,0,9,0
29/12/18,4,2,3,18,14,9,24,2,0,0,2,1,1,19,23,0,9,2,23,0,13,0,10,0
30/12/18,4,3,3,13,6,2,31,0,5,6,3,1,1,8,0,0,9,3,28,0,13,0,7,0
31/12/18,5,4,3,13,3,5,28,0,5,6,1,1,1,13,23,0,8,2,22,0,0,0,5,0
1/1/19,4,4,3,14,9,11,33,0,0,0,1,0,1,12,0,0,8,3,30,0,13,0,6,0
2/1/19,5,4,3,21,8,3,19,0,0,0,2,1,2,13,0,0,10,2,25,0,12,0,11,0
3/1/19,4,4,4,21,2,3,32,2,6,0,3,1,1,14,20,0,10,2,23,0,0,0,12,0
4/1/19,5,2,4,22,2,2,32,2,4,5,2,1,1,16,0,0,9,3,22,0,11,0,11,0
5/1/19,4,4,3,15,0,5,22,7,2,6,2,1,0,22,0,0,8,3,20,0,0,0,7,0
6/1/19,4,4,3,18,13,0,22,0,2,11,2,1,0,19,0,0,9,2,25,0,38,0,7,0
7/1/19,5,6,4,30,2,4,24,2,6,5,2,1,1,14,19,0,10,3,22,0,22,0,14,0
8/1/19,5,4,4,27,14,12,21,4,12,5,2,1,1,13,0,0,9,3,19,0,11,0,12,0
9/1/19,5,3,3,24,7,6,29,0,0,5,2,1,0,13,0,0,9,3,21,0,11,0,12,0
10/1/19,4,6,4,29,7,6,23,0,8,5,4,1,1,14,0,0,9,3,25,0,11,0,14,0
11/1/19,7,5,4,23,5,6,24,2,4,0,2,1,1,10,0,0,9,3,21,0,11,0,13,0
12/1/19,5,2,3,19,8,7,25,11,2,0,4,1,1,14,0,0,8,3,23,0,12,0,8,0
13/1/19,3,7,3,19,5,0,22,2,5,5,2,1,1,12,0,0,8,3,23,0,0,0,6,0
14/1/19,5,3,4,22,10,12,31,0,6,0,2,1,1,11,0,0,8,2,27,0,11,0,11,0
15/1/19,5,3,4,26,11,6,23,4,6,5,4,1,2,13,0,0,8,2,25,0,21,0,11,0
16/1/19,4,6,3,25,12,4,22,6,4,5,3,1,0,8,19,0,8,2,27,0,11,0,12,0
17/1/19,4,5,3,23,7,9,26,2,10,9,4,1,1,15,0,7,8,2,31,0,0,0,11,0
18/1/19,3,5,3,24,2,1,39,6,4,10,3,1,1,10,39,0,11,3,27,0,22,0,12,0
19/1/19,3,5,2,15,5,3,20,2,0,0,3,0,0,12,0,0,10,2,25,0,0,0,8,19
20/1/19,4,5,3,16,5,5,26,2,2,5,1,1,1,14,0,0,8,2,27,0,24,0,6,0
21/1/19,4,7,3,24,7,4,26,0,6,0,3,1,2,20,19,0,8,2,18,0,0,0,15,0
22/1/19,4,5,3,24,9,3,32,0,8,5,2,1,1,9,0,0,8,2,27,0,32,0,13,0
23/1/19,4,5,3,29,5,6,28,0,6,0,2,1,1,12,0,0,9,2,24,0,32,0,10,0
24/1/19,4,4,3,32,9,9,20,2,6,14,2,1,2,13,0,0,8,2,28,0,11,0,11,0
25/1/19,3,8,3,26,12,5,23,8,8,15,2,1,1,16,19,0,8,2,25,0,34,0,11,0
26/1/19,4,7,3,17,11,3,23,0,5,11,3,1,0,20,0,0,8,2,20,0,12,0,7,0
27/1/19,4,7,3,16,3,7,24,0,7,0,3,1,1,12,0,0,8,2,26,0,0,0,7,0
28/1/19,5,6,4,27,2,7,28,0,4,5,2,1,0,13,0,0,8,3,26,0,21,1,15,0
29/1/19,4,5,3,25,7,6,21,6,8,5,2,1,1,13,0,0,8,3,30,0,31,0,11,0
30/1/19,5,5,3,29,2,6,30,2,0,5,3,1,1,13,37,0,9,3,26,0,43,0,13,0
31/1/19,5,7,3,24,12,4,39,4,12,0,3,1,0,14,19,0,10,2,24,0,22,0,12,0
1/2/19,5,13,3,24,7,6,50,0,12,9,1,1,2,10,0,0,8,2,19,0,0,0,14,0
2/2/19,3,13,3,17,8,2,44,2,0,5,2,1,0,16,0,0,7,2,19,0,0,1,9,0
3/2/19,4,9,3,13,0,2,32,2,0,0,2,1,0,7,0,0,7,2,23,0,24,0,6,0
4/2/19,5,10,3,24,9,4,29,0,14,9,2,1,0,9,0,0,8,2,25,0,11,1,10,0
5/2/19,6,15,4,27,7,9,27,4,0,0,2,1,1,12,0,0,8,2,31,0,11,0,12,0
6/2/19,6,13,3,26,0,0,27,4,6,5,2,1,2,13,0,0,9,2,28,0,21,0,10,0
7/2/19,6,13,3,27,5,3,23,0,2,0,1,1,1,10,0,0,8,2,26,0,11,0,8,0
8/2/19,5,16,3,24,0,8,31,0,8,5,2,1,1,18,0,0,8,2,35,0,0,0,12,0
9/2/19,4,14,3,19,5,8,29,4,0,5,2,1,1,14,21,0,8,3,27,0,0,0,6,0
10/2/19,4,15,3,16,10,5,17,0,7,5,4,1,1,16,0,0,8,3,27,0,12,0,8,0
11/2/19,4,20,3,24,9,7,24,2,8,0,2,1,1,8,0,0,8,2,25,0,10,0,13,0
12/2/19,4,21,3,31,5,10,22,2,8,18,2,1,1,13,0,0,8,2,20,0,31,0,13,0
