Date,XRP
2/12/20,0.629893005
3/12/20,0.631483018
4/12/20,0.557262003
5/12/20,0.584420979
6/12/20,0.619850993
7/12/20,0.608933985
8/12/20,0.558835983
9/12/20,0.583589971
10/12/20,0.572953999
11/12/20,0.54648298
12/12/20,0.506401002
13/12/20,0.511464
14/12/20,0.497711986
15/12/20,0.469709992
16/12/20,0.568628013
17/12/20,0.576677024
18/12/20,0.584280014
19/12/20,0.579163015
20/12/20,0.55605799
21/12/20,0.516943991
22/12/20,0.448448002
23/12/20,0.258601993
24/12/20,0.33781901
25/12/20,0.318091005
26/12/20,0.294712991
27/12/20,0.283039004
28/12/20,0.247958004
29/12/20,0.220962003
30/12/20,0.211827993
31/12/20,0.219845995
1/1/21,0.237443998
2/1/21,0.221654996
3/1/21,0.225848004
4/1/21,0.236677006
5/1/21,0.226750001
6/1/21,0.250894994
7/1/21,0.326002002
8/1/21,0.323229998
9/1/21,0.326916009
10/1/21,0.31833601
11/1/21,0.288904995
12/1/21,0.29212299
13/1/21,0.30557999
14/1/21,0.295437992
15/1/21,0.280405998
16/1/21,0.280187994
17/1/21,0.277384013
18/1/21,0.284768999
19/1/21,0.294313997
20/1/21,0.296517998
21/1/21,0.268945992
22/1/21,0.272798985
23/1/21,0.271820992
24/1/21,0.273508996
25/1/21,0.269089013
26/1/21,0.268826991
27/1/21,0.251942992
28/1/21,0.257277995
29/1/21,0.282187998
30/1/21,0.440243989
31/1/21,0.492314011
1/2/21,0.371508986
2/2/21,0.369269997
3/2/21,0.393489987
4/2/21,0.446449012
5/2/21,0.450046986
6/2/21,0.439096004
7/2/21,0.417957991
8/2/21,0.447701991
9/2/21,0.471991003
10/2/21,0.503445029
11/2/21,0.524787009
12/2/21,0.608591974
13/2/21,0.628996015
14/2/21,0.594192982
15/2/21,0.548915029
16/2/21,0.520846009
17/2/21,0.535537004
18/2/21,0.532432973
19/2/21,0.567018986
20/2/21,0.517512023
21/2/21,0.548560023
22/2/21,0.571740985
23/2/21,0.473562986
24/2/21,0.471832007
25/2/21,0.434524
26/2/21,0.427899987
27/2/21,0.43780899
28/2/21,0.414952993
1/3/21,0.447243989
2/3/21,0.436836988
3/3/21,0.450278997
4/3/21,0.486604989
5/3/21,0.458119005
6/3/21,0.46510601
7/3/21,0.466867
8/3/21,0.47359699
9/3/21,0.485987991
10/3/21,0.463165998
11/3/21,0.452960014
12/3/21,0.441130996
13/3/21,0.459924012
14/3/21,0.442111999
15/3/21,0.437554985
16/3/21,0.462599993
17/3/21,0.472416997
18/3/21,0.472918987
19/3/21,0.471170992
20/3/21,0.52699101
21/3/21,0.519834995
22/3/21,0.549942017
23/3/21,0.556595027
24/3/21,0.488837004
25/3/21,0.517498016
26/3/21,0.567054987
27/3/21,0.550442994
28/3/21,0.550755978
29/3/21,0.567870975
30/3/21,0.566859007
31/3/21,0.57386899
1/4/21,0.579291999
2/4/21,0.616568983
3/4/21,0.590915024
4/4/21,0.646728992
5/4/21,0.92047298
6/4/21,1.096266031
7/4/21,0.917576015
8/4/21,1.052755952
9/4/21,1.020836949
10/4/21,1.374415994
11/4/21,1.360530019
12/4/21,1.467735052
13/4/21,1.794000983
14/4/21,1.839236021
15/4/21,1.766067028
16/4/21,1.557526946
17/4/21,1.560055017
18/4/21,1.405997992
19/4/21,1.315044045
20/4/21,1.383298993
21/4/21,1.296497941
22/4/21,1.159682035
23/4/21,1.169659972
24/4/21,1.048706055
25/4/21,1.032256007
26/4/21,1.368505955
27/4/21,1.400954962
28/4/21,1.358600974
29/4/21,1.399359941
30/4/21,1.59167397
1/5/21,1.651025057
2/5/21,1.562641025
3/5/21,1.555994987
4/5/21,1.392375946
5/5/21,1.614511967
6/5/21,1.60058105
7/5/21,1.581755042
8/5/21,1.56259799
9/5/21,1.535292983
10/5/21,1.389006019
11/5/21,1.477681994
12/5/21,1.247864008
13/5/21,1.358909965
14/5/21,1.402917027
15/5/21,1.485880017
16/5/21,1.452605963
17/5/21,1.496299982
18/5/21,1.590734005
19/5/21,1.070312977
20/5/21,1.185536981
21/5/21,1.006976008
22/5/21,0.906316996
23/5/21,0.797015011
24/5/21,0.992834985
25/5/21,0.976186991
26/5/21,1.033725023
27/5/21,0.97023499
28/5/21,0.900147974
29/5/21,0.831788003
30/5/21,0.906608999
31/5/21,1.04658401
1/6/21,1.011000991
2/6/21,1.024399996
3/6/21,1.045320988
4/6/21,0.970196009
5/6/21,0.923286021
6/6/21,0.945285976
7/6/21,0.861154974
8/6/21,0.875787973
9/6/21,0.920033991
10/6/21,0.869181991
11/6/21,0.848450005
12/6/21,0.832683027
13/6/21,0.883159995
14/6/21,0.89289701
15/6/21,0.889800012
16/6/21,0.831907988
17/6/21,0.841437995
18/6/21,0.797648013
19/6/21,0.761672974
20/6/21,0.776377022
21/6/21,0.610387981
22/6/21,0.545067012
23/6/21,0.626534998
24/6/21,0.671999991
25/6/21,0.613322973
26/6/21,0.615435004
27/6/21,0.646923006
28/6/21,0.643746018
29/6/21,0.701725006
30/6/21,0.70637399
1/7/21,0.661180019
2/7/21,0.656763017
3/7/21,0.672887981
4/7/21,0.694944978
5/7/21,0.654299974
6/7/21,0.665401995
7/7/21,0.651575029
8/7/21,0.623058021
9/7/21,0.636803985
10/7/21,0.625463009
11/7/21,0.635935009
12/7/21,0.630177975
13/7/21,0.619522989
14/7/21,0.620324016
15/7/21,0.596940994
16/7/21,0.590774
17/7/21,0.582427979
18/7/21,0.587921977
19/7/21,0.557555974
20/7/21,0.529335976
21/7/21,0.569998026
22/7/21,0.592206001
23/7/21,0.609224021
24/7/21,0.609826982
25/7/21,0.606356978
26/7/21,0.625617981
27/7/21,0.644604027
28/7/21,0.725444973
29/7/21,0.748017013
30/7/21,0.752119005
31/7/21,0.747785985
1/8/21,0.725921988
2/8/21,0.739220023
3/8/21,0.712728977
4/8/21,0.730488002
5/8/21,0.733151019
6/8/21,0.746513009
7/8/21,0.816281021
8/8/21,0.778738976
9/8/21,0.818552971
10/8/21,0.851247013
11/8/21,1.012524009
12/8/21,0.964549005
13/8/21,1.089959979
14/8/21,1.280411959
15/8/21,1.288159966
16/8/21,1.190992951
17/8/21,1.09819901
18/8/21,1.146096945
19/8/21,1.232841969
20/8/21,1.263221979
21/8/21,1.216472983
22/8/21,1.227722049
23/8/21,1.247269988
24/8/21,1.13735199
25/8/21,1.172528982
26/8/21,1.075266004
27/8/21,1.188472986
28/8/21,1.145504951
29/8/21,1.140831947
30/8/21,1.101434946
31/8/21,1.187592983
1/9/21,1.23488903
2/9/21,1.256324053
3/9/21,1.291435003
4/9/21,1.255779028
5/9/21,1.305498004
6/9/21,1.389412999
7/9/21,1.125098944
8/9/21,1.100720048
9/9/21,1.089401007
10/9/21,1.057266951
11/9/21,1.079905987
12/9/21,1.119636059
13/9/21,1.064677954
14/9/21,1.096573949
15/9/21,1.12135303
16/9/21,1.091498017
17/9/21,1.065598011
18/9/21,1.075667977
19/9/21,1.048428059
20/9/21,0.917151988
21/9/21,0.876329005
22/9/21,1.004076004
23/9/21,1.002040029
24/9/21,0.945923984
25/9/21,0.941341996
26/9/21,0.944720984
27/9/21,0.923685014
28/9/21,0.893688977
29/9/21,0.928349018
30/9/21,0.952636003
