Date,ADA,BCH,BNB,BTC,DOGE,ETH,LINK,LTC,XMR,XRP
7/3/18,0.247281,1092.160034,9.034879684,9965.570313,0.004024,752.8309937,0.521148026,185.8390045,339.1480103,0.871209979
8/3/18,0.221743003,1040.209961,8.310440063,9395.009766,0.004025,704.5960083,0.486422002,176.5110016,278.6369934,0.825856984
9/3/18,0.222206995,1067.02002,8.313070297,9337.549805,0.004146,728.9160156,0.480877012,187.1679993,288.0899963,0.849761009
10/3/18,0.209873006,1005.929993,7.671659946,8866,0.003973,686.8900146,0.467709988,177.7319946,257.0440063,0.796626985
11/3/18,0.223498002,1145.170044,8.272379875,9578.629883,0.00421,723.3389893,0.513523996,188.9459991,282.3510132,0.831121981
12/3/18,0.223721996,1051.280029,8.039270401,9205.120117,0.004032,699.8309937,0.510197997,178.2339935,259.4219971,0.801047981
13/3/18,0.223026007,1064.030029,10.11520004,9194.849609,0.00396,690.8270264,0.563840985,175.7819977,248.0679932,0.789710999
14/3/18,0.199561998,949.46698,8.959210396,8269.80957,0.003524,614.2910156,0.443608999,161.1009979,215.5599976,0.701901972
15/3/18,0.185709,943.6359863,9.099080086,8300.860352,0.003536,611.3040161,0.419737011,164.4759979,213.3110046,0.697269022
16/3/18,0.178877994,977.0349731,9.111319542,8338.349609,0.00351,601.6660156,0.424419999,165.4499969,215.7030029,0.689260006
17/3/18,0.154762998,949.7789917,8.987739563,7916.879883,0.003299,552.7789917,0.373861015,152.9689941,197.9129944,0.637856007
18/3/18,0.156155005,938.1149902,8.951849937,8223.679688,0.00319,538.6439819,0.373338014,154.0740051,209.6329956,0.658776999
19/3/18,0.197648004,994.6749878,8.992739677,8630.650391,0.00344,556.7260132,0.381644011,161.1419983,216.772995,0.749080002
20/3/18,0.204946995,1059.119995,9.16092968,8913.469727,0.003651,557.1749878,0.391712993,168.8170013,223.7369995,0.709807992
21/3/18,0.213189006,1033.449951,9.982000351,8929.280273,0.003659,561.7319946,0.44542101,169.052002,218.6329956,0.693664014
22/3/18,0.203481004,1011.52002,10.06630039,8728.469727,0.003528,539.7020264,0.419292003,163.6719971,212.7100067,0.662742972
23/3/18,0.189258993,1019.429993,11.73760033,8879.620117,0.00356,539.6190186,0.409139991,167.8320007,213.9149933,0.643173993
24/3/18,0.189200997,982.3029785,13.08909988,8668.120117,0.00359,526.4390259,0.419084996,159.6309967,209.1580048,0.641264975
25/3/18,0.184605002,966.8759766,12.78310013,8495.780273,0.003505,524.2869873,0.406105012,160.0839996,211.7839966,0.641875029
26/3/18,0.167806,919.2479858,12.06140041,8209.400391,0.003289,489.9509888,0.371495992,149.220993,197.1750031,0.599462986
27/3/18,0.154926002,876.3280029,11.50829983,7833.040039,0.003145,450.1159973,0.342624992,135.779007,187.9299927,0.57791698
28/3/18,0.160058007,860.5200195,11.64039993,7954.47998,0.003141,446.2789917,0.351366997,131.746994,199.1589966,0.578001976
29/3/18,0.146881998,714.2680054,10.19610023,7165.700195,0.002827,385.9679871,0.280160993,114.6790009,176.8619995,0.511511028
30/3/18,0.147209004,697.0120239,10.35039997,6890.52002,0.002763,394.644989,0.287494004,118.5979996,172.3630066,0.509564996
31/3/18,0.155919001,685.2470093,11.05589962,6973.529785,0.002819,396.4570007,0.280171007,116.6070023,179.5599976,0.512353003
1/4/18,0.150767997,643.0269775,11.06620026,6844.22998,0.002719,379.6069946,0.26157999,115.2220001,175.5079956,0.485080987
2/4/18,0.156385005,662.7730103,12.62069988,7083.799805,0.002797,386.4249878,0.273683995,119.3059998,177.5070038,0.500688016
3/4/18,0.172446996,712.8779907,13.36069965,7456.109863,0.00298,416.8930054,0.295473009,134.4700012,189.5350037,0.558044016
4/4/18,0.155356005,649.1959839,12.19040012,6853.839844,0.00277,380.5429993,0.290161014,118.4120026,170.1009979,0.501631021
5/4/18,0.148757994,646.0419922,12.45359993,6811.470215,0.002714,383.2319946,0.286924988,119.1309967,173.3090057,0.495801002
6/4/18,0.144451007,610.4260254,12.25839996,6636.319824,0.00267,370.2850037,0.275061995,113.1549988,162.0039978,0.476431012
7/4/18,0.148793995,640.3460083,12.45569992,6911.089844,0.002802,385.3139954,0.304123998,116.2600021,170.1239929,0.487866998
8/4/18,0.156599,655.2559814,12.11760044,7023.52002,0.002843,400.5079956,0.327093989,117.6709976,173.970993,0.50039798
9/4/18,0.153106004,637.0289917,11.86830044,6770.72998,0.002763,398.526001,0.311527997,114.9899979,167.0650024,0.491854995
10/4/18,0.156347007,649.6160278,12.03619957,6834.759766,0.003043,414.2430115,0.355836004,114.2630005,165.5700073,0.491930991
11/4/18,0.166029006,666.5800171,12.23089981,6968.319824,0.003396,430.5400085,0.359286994,118.2910004,169.1609955,0.539506018
12/4/18,0.212233007,734.4819946,12.95250034,7889.25,0.003798,492.9410095,0.386810988,129.3350067,191.9440002,0.628736973
13/4/18,0.200532004,738.302002,13.53680038,7895.959961,0.003995,492.7349854,0.38154301,125.3539963,188.8670044,0.638086975
14/4/18,0.200853005,738.9849854,13.24440002,7986.240234,0.00415,501.4779968,0.394006997,126.2939987,190.423996,0.632184029
15/4/18,0.221389994,780.8259888,13.05879974,8329.110352,0.004571,531.7020264,0.423945993,132.0449982,200.6210022,0.682533979
16/4/18,0.256646007,766.4730225,12.21000004,8058.669922,0.004585,511.1470032,0.409538001,128.3350067,194.1000061,0.663296998
17/4/18,0.243724003,757.5910034,11.76939964,7902.089844,0.004744,502.8940125,0.416794002,132.9279938,195.7510071,0.65693301
18/4/18,0.260340989,888.90802,12.27569962,8163.419922,0.005412,524.7890015,0.446289986,139.996994,228.3450012,0.708931983
19/4/18,0.272358,968.6380005,12.3526001,8294.30957,0.005824,567.8889771,0.482795,146.3000031,238.6060028,0.791975975
20/4/18,0.301247001,1128.02002,12.57520008,8845.830078,0.005893,615.7180176,0.481415987,155.5370026,271.9819946,0.924465001
21/4/18,0.290580004,1154.689941,13.37839985,8895.580078,0.005413,605.3950195,0.491349012,148.9340057,258.1789856,0.873103023
22/4/18,0.285535008,1201.219971,12.87590027,8802.459961,0.005539,621.8599854,0.499311,146.7740021,271.302002,0.869994998
23/4/18,0.28847301,1432.26001,13.62530041,8930.879883,0.005482,642.5479736,0.492385,152.2519989,283.2999878,0.876657009
24/4/18,0.312875003,1426.420044,15.26599979,9697.5,0.0058,708.15802,0.536823988,165.7810059,296.0360107,0.934781015
25/4/18,0.27165401,1284.790039,13.29090023,8845.740234,0.005093,615.4160156,0.434367001,144.7640076,257.1409912,0.800607026
26/4/18,0.294295013,1420.410034,14.65359974,9281.509766,0.005627,662.809021,0.490148008,153.6790009,268.2709961,0.852414012
27/4/18,0.288489014,1337.849976,14.32909966,8987.049805,0.005422,647.0319824,0.452004999,145.9049988,251.8760071,0.813884974
28/4/18,0.357874006,1396.25,15.20009995,9348.480469,0.005357,683.6779785,0.484476,152.2960052,261.5050049,0.863803983
29/4/18,0.365056992,1440.300049,15.05620003,9419.080078,0.005459,688.8809814,0.51571399,153.6309967,256.8710022,0.872777998
30/4/18,0.343317986,1350.050049,14.31210041,9240.549805,0.00521,669.9240112,0.544691026,148.477005,242.4559937,0.837938011
1/5/18,0.358693004,1351.280029,14.16429996,9119.009766,0.005144,673.6129761,0.550400972,148.4880066,240.2599945,0.841407001
2/5/18,0.372420013,1458.719971,14.40919971,9235.919922,0.005273,687.1489868,0.564701021,151.5769958,249.6640015,0.859094024
