Date,XMR
16/12/20,158.7045898
17/12/20,160.2209625
18/12/20,154.8211212
19/12/20,155.0175323
20/12/20,152.5000153
21/12/20,146.2715912
22/12/20,156.1731262
23/12/20,150.8976135
24/12/20,156.7562866
25/12/20,159.2689056
26/12/20,167.9396515
27/12/20,157.2582703
28/12/20,166.4870758
29/12/20,161.393219
30/12/20,159.3724976
31/12/20,156.5723114
1/1/21,136.0458679
2/1/21,143.117218
3/1/21,138.0644226
4/1/21,133.6027679
5/1/21,136.8250885
6/1/21,142.323288
7/1/21,143.1036987
8/1/21,142.5298767
9/1/21,147.5651703
10/1/21,185.1379852
11/1/21,158.5809174
12/1/21,157.7775574
13/1/21,171.8022614
14/1/21,163.1132965
15/1/21,157.38237
16/1/21,155.9415283
17/1/21,159.5828247
18/1/21,156.9568634
19/1/21,157.5436401
20/1/21,153.0262146
21/1/21,130.1893768
22/1/21,135.7020416
23/1/21,138.2063141
24/1/21,137.4704742
25/1/21,137.1972046
26/1/21,138.113205
27/1/21,126.0157623
28/1/21,130.0862274
29/1/21,140.4653931
30/1/21,139.4741974
31/1/21,138.0606995
1/2/21,143.7350006
2/2/21,151.5472717
3/2/21,154.9664001
4/2/21,148.5861816
5/2/21,155.2763672
6/2/21,152.5942535
7/2/21,150.7412262
8/2/21,162.7454376
9/2/21,169.6315308
10/2/21,175.7175903
11/2/21,190.3765869
12/2/21,201.410675
13/2/21,240.5587921
14/2/21,230.6996307
15/2/21,227.5124969
16/2/21,221.2810822
17/2/21,270.9957275
18/2/21,262.1902466
19/2/21,283.4813538
20/2/21,256.0428467
21/2/21,247.6500244
22/2/21,225.0266418
23/2/21,219.5310516
24/2/21,205.7491302
25/2/21,197.548111
26/2/21,204.1044922
27/2/21,209.3108063
28/2/21,217.9895172
1/3/21,230.2254639
2/3/21,220.9554138
3/3/21,219.8254395
4/3/21,217.3732758
5/3/21,206.3639069
6/3/21,204.8320313
7/3/21,208.6578674
8/3/21,221.0071869
9/3/21,225.2548828
10/3/21,220.6626434
11/3/21,221.2740326
12/3/21,223.3639069
13/3/21,238.4652557
14/3/21,233.1782837
15/3/21,222.2856293
16/3/21,229.4371185
17/3/21,236.0225677
18/3/21,231.3294373
19/3/21,232.8174896
20/3/21,235.6266022
21/3/21,233.2099915
22/3/21,219.7901306
23/3/21,218.8200989
24/3/21,211.7057037
25/3/21,213.789917
26/3/21,222.5076141
27/3/21,224.5085907
28/3/21,233.9736633
29/3/21,234.8050995
30/3/21,245.4707642
31/3/21,246.1505432
1/4/21,252.4958191
2/4/21,260.8508301
3/4/21,260.8883667
4/4/21,261.9903259
5/4/21,263.9226685
6/4/21,271.0430908
7/4/21,257.7428589
8/4/21,269.9962463
9/4/21,273.8375549
10/4/21,292.8656921
11/4/21,327.3172607
12/4/21,315.5390625
13/4/21,327.2176514
14/4/21,321.6600647
15/4/21,344.2444763
16/4/21,341.7403564
17/4/21,367.4986267
18/4/21,337.7858276
19/4/21,355.6329041
20/4/21,401.2078857
21/4/21,379.7809753
22/4/21,348.039978
23/4/21,354.8834229
24/4/21,380.513855
25/4/21,355.3706055
26/4/21,402.4095764
27/4/21,402.7659302
28/4/21,414.4804993
29/4/21,407.3601074
30/4/21,421.8908386
1/5/21,426.2791138
2/5/21,405.1292419
3/5/21,411.8406982
4/5/21,380.2064819
5/5/21,417.2088623
6/5/21,422.517395
7/5/21,457.144989
8/5/21,475.4727783
9/5/21,483.5836182
10/5/21,441.6373596
11/5/21,453.5311279
12/5/21,392.3829346
13/5/21,402.3574829
14/5/21,412.5404053
15/5/21,382.3988953
16/5/21,390.9146729
17/5/21,339.8818359
18/5/21,341.2615967
19/5/21,200.0271912
20/5/21,282.4233704
21/5/21,256.7664185
22/5/21,231.6136932
23/5/21,227.9290771
24/5/21,255.367691
25/5/21,247.1130219
26/5/21,268.5783386
27/5/21,250.6695862
28/5/21,262.8205261
29/5/21,242.6844788
30/5/21,262.3337402
31/5/21,272.9194946
1/6/21,265.7748413
2/6/21,294.0920715
3/6/21,308.1887817
4/6/21,287.4637146
5/6/21,264.3082886
6/6/21,272.594696
7/6/21,248.9333649
8/6/21,254.8754272
9/6/21,274.331665
10/6/21,255.355896
11/6/21,242.9815979
12/6/21,242.9605255
13/6/21,261.1946106
14/6/21,269.9354858
15/6/21,279.495697
16/6/21,262.2186279
17/6/21,277.1090393
18/6/21,264.8445129
19/6/21,270.5207214
20/6/21,264.6008606
21/6/21,203.3618164
22/6/21,201.5315247
23/6/21,212.4637909
24/6/21,225.0680542
25/6/21,196.5036926
26/6/21,202.7774811
27/6/21,211.1990662
28/6/21,212.4487457
29/6/21,217.1449738
30/6/21,222.2694397
1/7/21,206.5638733
2/7/21,211.3451385
3/7/21,214.7527771
4/7/21,219.8414154
5/7/21,214.4649963
6/7/21,222.1371307
7/7/21,214.8505554
8/7/21,205.4412842
9/7/21,212.746994
10/7/21,209.5568848
11/7/21,211.5214386
12/7/21,206.8124542
13/7/21,203.5485077
14/7/21,203.2454834
15/7/21,196.1993866
16/7/21,193.1262665
17/7/21,197.6116791
18/7/21,199.5201569
19/7/21,188.7956085
20/7/21,183.0967865
21/7/21,196.4104462
22/7/21,197.6312866
23/7/21,203.5635834
24/7/21,208.664444
25/7/21,213.4874573
26/7/21,218.5118408
27/7/21,226.0995026
28/7/21,234.7963104
29/7/21,241.2291718
30/7/21,242.7977905
31/7/21,240.1702881
1/8/21,236.2314453
2/8/21,233.0678406
3/8/21,225.1959076
4/8/21,244.968399
5/8/21,252.8615417
6/8/21,263.0365295
7/8/21,270.9792786
8/8/21,256.8537292
9/8/21,270.1864929
10/8/21,266.1722412
11/8/21,268.5692444
12/8/21,257.0970764
13/8/21,273.0664978
14/8/21,271.2855835
15/8/21,272.2369385
16/8/21,267.8723755
17/8/21,256.2719116
18/8/21,253.496582
19/8/21,264.0866699
20/8/21,281.944458
21/8/21,288.1709595
22/8/21,305.6070557
23/8/21,318.3244934
24/8/21,307.5423279
25/8/21,313.5236511
26/8/21,291.9815063
27/8/21,315.0005493
28/8/21,300.2287292
29/8/21,291.5719604
30/8/21,282.0263367
31/8/21,286.1886292
1/9/21,303.3025208
2/9/21,302.7617188
3/9/21,303.7861328
4/9/21,305.3549194
5/9/21,315.1960754
6/9/21,314.7723694
7/9/21,262.171814
8/9/21,256.7486267
9/9/21,261.4317932
10/9/21,248.8838196
11/9/21,249.7649689
12/9/21,256.3243408
13/9/21,262.9719543
14/9/21,268.7530518
15/9/21,269.3326416
16/9/21,263.9234924
17/9/21,262.4666748
18/9/21,271.6887512
19/9/21,259.9263611
20/9/21,231.2941742
21/9/21,217.6762238
22/9/21,245.2781372
23/9/21,249.0471802
24/9/21,233.7926483
25/9/21,235.9213562
26/9/21,234.1097107
27/9/21,234.729599
28/9/21,229.6003113
29/9/21,234.1487122
30/9/21,250.8247528
