Date,XMR
14/6/20,65.73342896
15/6/20,64.69571686
16/6/20,65.94497681
17/6/20,65.20457458
18/6/20,65.07794189
19/6/20,63.93476486
20/6/20,63.94084167
21/6/20,64.54891205
22/6/20,65.92917633
23/6/20,66.94750977
24/6/20,64.86730957
25/6/20,64.3815918
26/6/20,63.98196793
27/6/20,62.33565903
28/6/20,63.31490326
29/6/20,64.18531036
30/6/20,63.5367775
1/7/20,64.60592651
2/7/20,65.89307404
3/7/20,62.74778748
4/7/20,64.13436127
5/7/20,63.22011566
6/7/20,64.87625885
7/7/20,64.5311203
8/7/20,66.24862671
9/7/20,67.63196564
10/7/20,67.31441498
11/7/20,68.73526001
12/7/20,69.1337204
13/7/20,69.2796936
14/7/20,67.92222595
15/7/20,70.60263824
16/7/20,67.64572144
17/7/20,67.60771942
18/7/20,68.25717163
19/7/20,68.7724762
20/7/20,69.31350708
21/7/20,69.58637238
22/7/20,71.4618454
23/7/20,72.86065674
24/7/20,71.57962036
25/7/20,73.46356201
26/7/20,77.94244385
27/7/20,78.49015808
28/7/20,81.30632782
29/7/20,79.14585876
30/7/20,81.08992004
31/7/20,84.46477509
1/8/20,89.25675964
2/8/20,84.9673996
3/8/20,89.11299896
4/8/20,87.26376343
5/8/20,90.47769928
6/8/20,95.61096954
7/8/20,94.10342407
8/8/20,94.88031769
9/8/20,93.05657196
10/8/20,93.75505066
11/8/20,87.4586792
12/8/20,90.29451752
13/8/20,92.79282379
14/8/20,91.43810272
15/8/20,90.04712677
16/8/20,91.2202301
17/8/20,93.35914612
18/8/20,93.52009583
19/8/20,91.27745056
20/8/20,101.3114014
21/8/20,92.56959534
22/8/20,94.73908234
23/8/20,91.31260681
24/8/20,93.93988037
25/8/20,88.82878113
26/8/20,89.12399292
27/8/20,89.53935242
28/8/20,94.35997772
29/8/20,92.81896973
30/8/20,96.14819336
31/8/20,93.34747314
1/9/20,97.135849
2/9/20,91.08174133
3/9/20,77.98113251
4/9/20,82.34812927
5/9/20,77.70507813
6/9/20,80.33264923
7/9/20,82.53054047
8/9/20,83.90222168
9/9/20,84.38080597
10/9/20,83.46208954
11/9/20,88.38879395
12/9/20,86.50554657
13/9/20,89.50423431
14/9/20,92.65135956
15/9/20,91.12325287
16/9/20,86.60586548
17/9/20,92.42691803
18/9/20,92.29927826
19/9/20,95.73886108
20/9/20,93.36177063
21/9/20,88.95246887
22/9/20,92.95467377
23/9/20,87.80696869
24/9/20,92.77206421
25/9/20,90.75437164
26/9/20,93.27680969
27/9/20,96.93447113
28/9/20,92.66083527
29/9/20,98.18734741
30/9/20,106.4201355
1/10/20,102.3084641
2/10/20,100.3344193
3/10/20,102.8773727
4/10/20,104.1704483
5/10/20,110.6975784
6/10/20,106.8081512
7/10/20,110.7712708
8/10/20,111.2237244
10/10/20,115.8374786
11/10/20,125.921875
14/10/20,128.7017365
15/10/20,129.8316193
16/10/20,120.1888962
17/10/20,120.0381622
18/10/20,123.6260071
19/10/20,125.4041748
20/10/20,117.9454346
21/10/20,121.7527084
22/10/20,127.067749
23/10/20,127.2960205
24/10/20,128.995697
25/10/20,130.7993164
26/10/20,132.0217896
27/10/20,133.7280884
28/10/20,126.3503647
29/10/20,124.2827072
30/10/20,122.9508591
31/10/20,126.3350677
1/11/20,126.5552979
2/11/20,118.7344208
3/11/20,120.7332993
4/11/20,115.9558411
5/11/20,119.8124619
6/11/20,119.4812164
7/11/20,111.3134842
8/11/20,120.3341446
9/11/20,115.6599426
10/11/20,115.3349533
11/11/20,113.3657684
12/11/20,112.0469971
13/11/20,114.112709
14/11/20,116.577446
15/11/20,114.6209412
16/11/20,117.98246
17/11/20,125.4303894
18/11/20,123.641983
19/11/20,118.3854828
20/11/20,120.9448013
21/11/20,128.0674896
22/11/20,123.3338776
23/11/20,129.8890076
24/11/20,135.2003479
25/11/20,129.145874
26/11/20,119.3511581
27/11/20,117.3132095
28/11/20,122.0039825
29/11/20,123.9925232
30/11/20,129.7142639
1/12/20,125.9288254
2/12/20,127.8987198
3/12/20,133.0173492
4/12/20,127.0179443
5/12/20,133.3605499
6/12/20,134.6505585
7/12/20,138.9246368
8/12/20,135.7119904
9/12/20,132.6282349
10/12/20,133.8960266
11/12/20,141.5561371
12/12/20,146.7231293
13/12/20,151.9099274
14/12/20,152.6831665
15/12/20,150.9956818
