Date,Price
1/10/17,1.526530027
2/10/17,1.964669943
3/10/17,1.820700049
4/10/17,1.601480007
5/10/17,1.678490043
6/10/17,1.57991004
7/10/17,1.584249973
8/10/17,1.217229962
9/10/17,1.403779984
10/10/17,1.393360019
11/10/17,1.433730006
12/10/17,1.343760014
13/10/17,1.435479999
14/10/17,1.538190007
15/10/17,1.55843997
16/10/17,1.440700054
17/10/17,1.389950037
18/10/17,1.327559948
19/10/17,1.284610033
20/10/17,1.241919994
21/10/17,1.254050016
22/10/17,1.213770032
23/10/17,1.183730006
24/10/17,1.248430014
25/10/17,1.252779961
26/10/17,1.208600044
27/10/17,1.174180031
28/10/17,1.152570009
29/10/17,1.241230011
30/10/17,1.312270045
31/10/17,1.312890053
1/11/17,1.261540055
2/11/17,1.299630046
3/11/17,1.459220052
4/11/17,1.637199998
5/11/17,1.52165997
6/11/17,1.569790006
7/11/17,1.806439996
8/11/17,2.031019926
9/11/17,1.990769982
10/11/17,1.796839952
11/11/17,1.670469999
12/11/17,1.519690037
13/11/17,1.686619997
14/11/17,1.592579961
15/11/17,1.530449986
16/11/17,1.57791996
17/11/17,1.510360003
18/11/17,1.674329996
19/11/17,1.613770008
20/11/17,1.624449968
21/11/17,1.574059963
22/11/17,1.611750007
23/11/17,1.548699975
24/11/17,1.717710018
25/11/17,1.873870015
26/11/17,1.853129983
27/11/17,1.942980051
28/11/17,1.917109966
29/11/17,1.751530051
30/11/17,1.996970057
1/12/17,2.070230007
2/12/17,2.084160089
3/12/17,2.227250099
4/12/17,2.491679907
5/12/17,2.595299959
6/12/17,2.587690115
7/12/17,2.779949903
8/12/17,2.830670118
9/12/17,2.610430002
10/12/17,2.483370066
11/12/17,2.706650019
12/12/17,2.68475008
13/12/17,2.778100014
14/12/17,3.158740044
15/12/17,3.996150017
16/12/17,4.664649963
17/12/17,5.756720066
18/12/17,5.615849972
19/12/17,5.792329788
20/12/17,5.176209927
21/12/17,5.180009842
22/12/17,4.336150169
23/12/17,4.839260101
24/12/17,5.285679817
25/12/17,6.560009956
26/12/17,9.029419899
27/12/17,10.10700035
28/12/17,9.321410179
29/12/17,8.807600021
30/12/17,7.841010094
31/12/17,8.635580063
1/1/18,8.414609909
2/1/18,8.837770462
3/1/18,9.535880089
4/1/18,9.213990211
5/1/18,14.91720009
6/1/18,22.75979996
7/1/18,18.65679932
8/1/18,18.2609005
9/1/18,17.41180038
10/1/18,17.39080048
11/1/18,21.04269981
12/1/18,22.31629944
13/1/18,22.17440033
14/1/18,20.77729988
15/1/18,19.56469917
16/1/18,13.89190006
17/1/18,14.20320034
18/1/18,14.28040028
19/1/18,14.9406004
20/1/18,16.19029999
21/1/18,14.06830025
22/1/18,13.0145998
23/1/18,13.09350014
24/1/18,13.62870026
25/1/18,13.22840023
26/1/18,13.21819973
27/1/18,13.25300026
28/1/18,13.54020023
29/1/18,12.76449966
30/1/18,11.2507
31/1/18,11.14500046
1/2/18,9.515839577
2/2/18,9.652290344
3/2/18,9.749679565
4/2/18,8.458640099
5/2/18,6.705029964
6/2/18,8.288849831
7/2/18,8.095009804
8/2/18,8.595499992
9/2/18,9.730460167
10/2/18,9.255970001
11/2/18,8.704910278
12/2/18,9.322469711
13/2/18,8.986780167
14/2/18,10.40060043
15/2/18,10.93109989
16/2/18,11.20160007
17/2/18,11.68929958
18/2/18,10.70240021
19/2/18,11.07569981
20/2/18,9.904509544
21/2/18,9.380789757
22/2/18,8.904029846
23/2/18,9.692110062
24/2/18,9.141909599
25/2/18,9.346599579
26/2/18,9.902319908
27/2/18,10.65989971
28/2/18,10.4382
1/3/18,10.50969982
2/3/18,10.22480011
3/3/18,10.21790028
4/3/18,10.34809971
5/3/18,10.11050034
6/3/18,9.384380341
7/3/18,9.034879684
8/3/18,8.310440063
9/3/18,8.313070297
10/3/18,7.671659946
11/3/18,8.272379875
12/3/18,8.039270401
13/3/18,10.11520004
14/3/18,8.959210396
15/3/18,9.099080086
16/3/18,9.111319542
17/3/18,8.987739563
18/3/18,8.951849937
19/3/18,8.992739677
20/3/18,9.16092968
21/3/18,9.982000351
22/3/18,10.06630039
23/3/18,11.73760033
24/3/18,13.08909988
25/3/18,12.78310013
26/3/18,12.06140041
27/3/18,11.50829983
28/3/18,11.64039993
