Date,Price
19/9/18,429.2269897
20/9/18,455.7430115
21/9/18,499.0390015
22/9/18,487.8299866
23/9/18,488.6470032
24/9/18,463.0899963
25/9/18,445.2260132
26/9/18,515.934021
27/9/18,564.4099731
28/9/18,539.8629761
29/9/18,536.9119873
30/9/18,529.9249878
1/10/18,530.9140015
2/10/18,533.2650146
3/10/18,514.5250244
4/10/18,513.0300293
5/10/18,520.6329956
6/10/18,508.6239929
7/10/18,517.4680176
8/10/18,528.9749756
9/10/18,517.789978
10/10/18,512.9240112
11/10/18,433.0369873
12/10/18,443.2290039
13/10/18,448.4100037
14/10/18,439.2340088
15/10/18,459.381012
16/10/18,458.0119934
17/10/18,448.7929993
18/10/18,438.4249878
19/10/18,440.8460083
20/10/18,447.4450073
21/10/18,447.8510132
22/10/18,447.2109985
23/10/18,442.6549988
24/10/18,442.4460144
25/10/18,440.2290039
26/10/18,438.7399902
27/10/18,437.5270081
28/10/18,441.0840149
29/10/18,417.5710144
30/10/18,421.9339905
31/10/18,422.8590088
1/11/18,424.0899963
2/11/18,462.0100098
3/11/18,477.993988
4/11/18,560.1829834
5/11/18,558.4660034
6/11/18,628.507019
7/11/18,617.2550049
8/11/18,574.434021
9/11/18,544.4190063
10/11/18,556.4990234
11/11/18,533.3410034
12/11/18,516.3070068
13/11/18,512.4099731
14/11/18,439.3080139
15/11/18,421.3200073
16/11/18,388.8200073
17/11/18,387.7489929
18/11/18,386.2520142
19/11/18,336.9549866
20/11/18,223.7019958
21/11/18,235.951004
22/11/18,211.4680023
23/11/18,207.4259949
24/11/18,180.6889954
25/11/18,184.5839996
26/11/18,182.0429993
27/11/18,179.0630035
28/11/18,190.0720062
29/11/18,180.983429
30/11/18,173.0668945
1/12/18,172.1233063
2/12/18,172.1134033
3/12/18,159.8182526
4/12/18,149.6589661
5/12/18,130.5410461
6/12/18,107.5927353
7/12/18,106.8524933
8/12/18,104.0475998
9/12/18,109.6179504
10/12/18,107.3141861
11/12/18,102.0729523
12/12/18,102.5921631
13/12/18,90.30227661
14/12/18,80.37075043
15/12/18,77.36577606
16/12/18,81.63900757
17/12/18,90.34506989
18/12/18,105.2007675
19/12/18,128.4480133
20/12/18,194.2309723
21/12/18,194.2956085
22/12/18,196.6685791
23/12/18,197.6628113
24/12/18,182.2596741
25/12/18,170.9093475
26/12/18,175.5102997
27/12/18,150.1275787
28/12/18,173.9989777
29/12/18,165.0596466
30/12/18,163.6221313
31/12/18,151.0457001
1/1/19,164.854599
2/1/19,171.8273773
3/1/19,162.0499268
4/1/19,161.3956299
5/1/19,160.4012146
6/1/19,166.8411865
7/1/19,161.2439728
8/1/19,161.9126282
9/1/19,160.0847473
10/1/19,134.9667969
11/1/19,131.6685791
12/1/19,134.3811646
13/1/19,126.3498154
14/1/19,133.9798431
15/1/19,128.480011
16/1/19,129.169342
17/1/19,131.0545349
18/1/19,128.457489
19/1/19,130.2041016
20/1/19,123.886467
21/1/19,122.8296051
22/1/19,128.4401093
23/1/19,132.3200989
24/1/19,129.3973389
25/1/19,128.3704529
26/1/19,127.1396713
27/1/19,122.9011078
28/1/19,112.4960632
29/1/19,111.0904541
30/1/19,118.3812408
31/1/19,114.8101883
1/2/19,116.5567245
2/2/19,121.790535
3/2/19,118.8281479
4/2/19,119.1247787
5/2/19,117.7112961
6/2/19,115.3336411
7/2/19,115.1502075
8/2/19,130.8622131
9/2/19,128.641922
10/2/19,127.5867233
11/2/19,122.511879
12/2/19,123.4455719
13/2/19,123.1524048
14/2/19,121.64991
15/2/19,121.961525
16/2/19,122.3609161
17/2/19,124.6860428
18/2/19,144.4059448
19/2/19,143.3047791
20/2/19,148.0546265
21/2/19,142.9281616
22/2/19,145.1149445
23/2/19,153.2561646
24/2/19,130.2676392
25/2/19,135.868454
26/2/19,134.2627563
27/2/19,132.7872772
28/2/19,132.1869659
1/3/19,132.961792
2/3/19,132.5384979
3/3/19,131.5563049
4/3/19,125.1224823
5/3/19,132.5087738
6/3/19,133.2679596
7/3/19,132.1560822
8/3/19,129.4702606
9/3/19,133.815567
10/3/19,132.8378143
11/3/19,130.2049408
12/3/19,128.9482422
13/3/19,128.9337463
14/3/19,133.8981171
15/3/19,143.9936218
16/3/19,157.5797882
17/3/19,156.0789948
18/3/19,162.4941711
19/3/19,162.4277802
20/3/19,160.5329285
21/3/19,154.7669373
22/3/19,158.3407745
23/3/19,167.4108124
24/3/19,165.9362335
25/3/19,161.6181488
26/3/19,161.4380493
27/3/19,173.1805725
28/3/19,169.4540405
29/3/19,170.4499817
30/3/19,168.5881958
31/3/19,168.9375458
1/4/19,167.6269989
2/4/19,236.1325989
3/4/19,298.3525391
4/4/19,286.5676575
5/4/19,292.6411438
6/4/19,306.0740967
7/4/19,319.5965271
8/4/19,310.1578369
9/4/19,296.0436401
10/4/19,305.2199097
11/4/19,272.7096252
12/4/19,282.8531494
13/4/19,279.4694824
14/4/19,288.6471558
15/4/19,314.1181641
16/4/19,318.3062744
17/4/19,310.7999573
18/4/19,306.9560242
19/4/19,306.808075
20/4/19,300.7532043
21/4/19,290.4802551
22/4/19,292.8118286
23/4/19,291.1738892
24/4/19,278.936615
25/4/19,266.8520203
26/4/19,263.8792725
27/4/19,263.940918
28/4/19,255.4701233
29/4/19,236.6124878
30/4/19,267.7581482
1/5/19,271.8164978
2/5/19,270.1825867
3/5/19,293.0134888
4/5/19,291.4911499
5/5/19,293.9474487
6/5/19,287.6644897
7/5/19,286.7349854
8/5/19,286.2987671
9/5/19,284.1862488
10/5/19,287.730011
11/5/19,356.3663025
12/5/19,354.0299377
13/5/19,384.4771423
14/5/19,388.9584961
15/5/19,402.9272461
16/5/19,398.7036438
17/5/19,364.8514404
18/5/19,357.6174622
19/5/19,421.4932861
20/5/19,412.8111267
21/5/19,417.5504456
22/5/19,392.5086365
23/5/19,405.8406372
24/5/19,409.0512085
25/5/19,406.7406006
26/5/19,432.8406982
27/5/19,443.7963257
28/5/19,434.9962158
29/5/19,454.1231384
30/5/19,424.623291
31/5/19,445.0699463
1/6/19,434.460144
2/6/19,443.7715454
3/6/19,408.65979
4/6/19,382.6601563
5/6/19,398.3830872
6/6/19,396.9295349
7/6/19,401.4337769
8/6/19,394.2401123
9/6/19,381.1663513
10/6/19,394.5821533
11/6/19,387.9107361
12/6/19,396.3805237
13/6/19,411.9417114
14/6/19,421.2868958
15/6/19,422.8269348
16/6/19,428.3208923
17/6/19,432.5172119
18/6/19,413.9409485
19/6/19,416.9108276
20/6/19,413.5577393
21/6/19,439.4546204
22/6/19,480.1722412
23/6/19,475.0171814
24/6/19,476.2541199
25/6/19,479.8144226
26/6/19,485.5693054
27/6/19,413.2704468
28/6/19,436.796814
29/6/19,442.7227478
30/6/19,399.4703674
1/7/19,416.6455383
2/7/19,407.8871765
3/7/19,422.6094055
4/7/19,401.6905823
5/7/19,400.5144043
6/7/19,405.4663391
7/7/19,411.8096924
8/7/19,418.6341858
9/7/19,416.0784302
10/7/19,390.2427368
11/7/19,345.8841553
12/7/19,354.4597168
13/7/19,344.9531555
14/7/19,282.8435669
15/7/19,314.7424927
16/7/19,281.7077637
17/7/19,291.5433044
18/7/19,315.0873718
19/7/19,308.0276489
20/7/19,324.2044373
21/7/19,320.8646851
22/7/19,310.5919189
23/7/19,298.5842285
24/7/19,302.851593
25/7/19,302.9494629
26/7/19,316.0414734
27/7/19,306.6438293
28/7/19,310.4573975
29/7/19,307.9170227
30/7/19,315.9266052
31/7/19,326.570282
1/8/19,328.7590637
2/8/19,326.8239441
3/8/19,332.7454529
4/8/19,333.6734619
5/8/19,346.7590332
6/8/19,333.5768738
7/8/19,339.6052551
8/8/19,333.7297058
9/8/19,316.6208191
10/8/19,315.9898987
11/8/19,336.1965027
12/8/19,330.2285156
13/8/19,343.6807556
14/8/19,311.4959412
15/8/19,314.5760803
16/8/19,310.4493408
17/8/19,307.2769775
18/8/19,316.509613
19/8/19,325.6063843
20/8/19,316.2458191
21/8/19,302.9868469
22/8/19,311.3270264
23/8/19,316.826416
24/8/19,307.6453857
25/8/19,305.6019592
26/8/19,311.1216431
27/8/19,308.0404663
28/8/19,292.1921387
29/8/19,280.7397156
30/8/19,279.8702698
31/8/19,279.9395142
1/9/19,282.3291016
2/9/19,294.0758972
3/9/19,300.8598633
4/9/19,295.3045654
5/9/19,292.8959656
6/9/19,287.4519043
7/9/19,301.1543884
8/9/19,307.0098267
9/9/19,305.4250793
10/9/19,304.133667
11/9/19,299.8147888
12/9/19,300.42099
13/9/19,298.257019
14/9/19,304.6925964
15/9/19,304.2327881
16/9/19,307.5263367
17/9/19,319.500824
18/9/19,324.7208557
19/9/19,323.7028198
20/9/19,315.3677673
21/9/19,312.477356
22/9/19,308.3019104
23/9/19,293.0653687
24/9/19,222.3507385
25/9/19,229.4131622
26/9/19,216.2006989
27/9/19,222.558609
28/9/19,228.8345032
