Date,ADA
12/11/20,0.104525
13/11/20,0.106390998
14/11/20,0.104202002
15/11/20,0.100530997
16/11/20,0.104007997
17/11/20,0.1096
18/11/20,0.106403001
19/11/20,0.105866
20/11/20,0.118225999
21/11/20,0.132945001
22/11/20,0.144759998
23/11/20,0.153510004
24/11/20,0.166323006
25/11/20,0.155162007
26/11/20,0.138281003
27/11/20,0.141028002
28/11/20,0.164791003
29/11/20,0.166639
30/11/20,0.171307996
1/12/20,0.155983001
2/12/20,0.158556998
3/12/20,0.164212003
4/12/20,0.148240998
5/12/20,0.159667999
6/12/20,0.158867002
7/12/20,0.154129997
8/12/20,0.140928
9/12/20,0.148165002
10/12/20,0.141993999
11/12/20,0.139449
12/12/20,0.144459993
13/12/20,0.153963998
14/12/20,0.157992005
15/12/20,0.154304996
16/12/20,0.167588994
17/12/20,0.163482994
18/12/20,0.164987996
