Date,DOGE
24/3/21,0.051702
25/3/21,0.051447999
26/3/21,0.053952001
27/3/21,0.054377001
28/3/21,0.053698
29/3/21,0.054051999
30/3/21,0.0539
31/3/21,0.053656999
1/4/21,0.061985999
2/4/21,0.057663999
3/4/21,0.055803999
4/4/21,0.057404
5/4/21,0.059696
6/4/21,0.064457998
7/4/21,0.059028
8/4/21,0.061464
9/4/21,0.061684001
10/4/21,0.063845001
11/4/21,0.074648999
12/4/21,0.070767
13/4/21,0.093445003
14/4/21,0.121517003
15/4/21,0.182207003
16/4/21,0.365869999
17/4/21,0.284173012
18/4/21,0.320475012
19/4/21,0.407317996
20/4/21,0.319499999
21/4/21,0.306924999
22/4/21,0.260966986
23/4/21,0.248509005
24/4/21,0.270211995
25/4/21,0.251111001
26/4/21,0.27067399
27/4/21,0.272188008
28/4/21,0.32368201
29/4/21,0.305168986
30/4/21,0.337561011
1/5/21,0.392987013
2/5/21,0.376046002
3/5/21,0.441706985
4/5/21,0.541333973
5/5/21,0.657633007
6/5/21,0.58080399
7/5/21,0.684777021
8/5/21,0.636439025
9/5/21,0.570070028
10/5/21,0.449963987
11/5/21,0.495231003
12/5/21,0.385376006
13/5/21,0.490373999
14/5/21,0.559603989
15/5/21,0.507972002
16/5/21,0.514895022
17/5/21,0.487892002
18/5/21,0.476114988
19/5/21,0.333122998
20/5/21,0.400193989
21/5/21,0.359382004
22/5/21,0.342370987
23/5/21,0.308070987
24/5/21,0.366162002
25/5/21,0.346302003
26/5/21,0.353693008
27/5/21,0.332944989
28/5/21,0.311205
29/5/21,0.303110003
30/5/21,0.30222401
31/5/21,0.325809985
1/6/21,0.370077014
2/6/21,0.423373997
3/6/21,0.399962991
4/6/21,0.376323014
5/6/21,0.372177005
6/6/21,0.371807009
7/6/21,0.331050009
8/6/21,0.327686995
9/6/21,0.343331009
10/6/21,0.326350987
11/6/21,0.319359004
12/6/21,0.312083989
13/6/21,0.324382007
14/6/21,0.332085013
15/6/21,0.328381002
16/6/21,0.307761014
17/6/21,0.306495994
18/6/21,0.293471992
19/6/21,0.287355989
20/6/21,0.280900002
21/6/21,0.178691
22/6/21,0.191030994
23/6/21,0.232173994
24/6/21,0.262782007
25/6/21,0.239152998
26/6/21,0.244783998
27/6/21,0.264450014
28/6/21,0.256857008
29/6/21,0.262769014
30/6/21,0.254215002
1/7/21,0.244549006
2/7/21,0.245263994
3/7/21,0.246410996
4/7/21,0.246482998
5/7/21,0.231613994
6/7/21,0.234421998
7/7/21,0.224125996
8/7/21,0.207597002
9/7/21,0.219863996
10/7/21,0.213919997
11/7/21,0.215856001
12/7/21,0.208048001
13/7/21,0.200002998
14/7/21,0.197323993
15/7/21,0.184888005
16/7/21,0.172344998
17/7/21,0.186124995
18/7/21,0.182233006
19/7/21,0.173556
20/7/21,0.170800999
21/7/21,0.190348998
22/7/21,0.191303
23/7/21,0.194764003
24/7/21,0.197319001
25/7/21,0.197863996
26/7/21,0.204419002
27/7/21,0.205899
28/7/21,0.205392003
29/7/21,0.204619005
30/7/21,0.208820999
31/7/21,0.208314002
1/8/21,0.204437003
2/8/21,0.203600004
3/8/21,0.195967004
4/8/21,0.20149
5/8/21,0.200974002
6/8/21,0.204687998
7/8/21,0.260340989
8/8/21,0.240044996
9/8/21,0.256897002
10/8/21,0.257324994
11/8/21,0.265262991
12/8/21,0.263920993
13/8/21,0.286808014
14/8/21,0.293112993
15/8/21,0.341441005
16/8/21,0.32071501
17/8/21,0.299441993
18/8/21,0.303739011
19/8/21,0.317144006
20/8/21,0.327490985
21/8/21,0.316796988
22/8/21,0.314963013
23/8/21,0.317914009
24/8/21,0.288738996
25/8/21,0.292225987
26/8/21,0.268909007
27/8/21,0.294432998
28/8/21,0.285629004
29/8/21,0.281125009
30/8/21,0.272125006
31/8/21,0.278452992
1/9/21,0.29440099
2/9/21,0.295955002
3/9/21,0.296272993
4/9/21,0.299387991
5/9/21,0.314527005
6/9/21,0.308764994
7/9/21,0.253744006
8/9/21,0.25711301
9/9/21,0.252595991
10/9/21,0.239981994
11/9/21,0.241431996
12/9/21,0.250616997
13/9/21,0.235906005
14/9/21,0.240709007
15/9/21,0.247696996
16/9/21,0.242555007
17/9/21,0.239930004
18/9/21,0.241385996
19/9/21,0.233142003
20/9/21,0.207071006
21/9/21,0.201027006
22/9/21,0.224858001
23/9/21,0.224831998
24/9/21,0.209451005
25/9/21,0.208639994
26/9/21,0.204962
27/9/21,0.200261995
28/9/21,0.196804002
29/9/21,0.198875993
30/9/21,0.204244003
