Date,ETH
22/12/20,634.854187
23/12/20,583.7145996
24/12/20,611.6071777
25/12/20,626.4107056
26/12/20,635.8358154
27/12/20,682.642334
28/12/20,730.3973389
29/12/20,731.5201416
30/12/20,751.6189575
31/12/20,737.8034058
1/1/21,730.3675537
2/1/21,774.5349731
3/1/21,975.5076904
4/1/21,1040.233032
5/1/21,1100.006104
6/1/21,1207.112183
7/1/21,1225.678101
8/1/21,1224.197144
9/1/21,1281.077271
10/1/21,1262.246704
11/1/21,1090.145386
12/1/21,1043.43457
13/1/21,1130.73938
14/1/21,1218.453003
15/1/21,1171.834595
16/1/21,1233.537598
17/1/21,1230.172241
18/1/21,1257.279541
19/1/21,1377.295898
20/1/21,1382.274048
21/1/21,1121.570923
22/1/21,1236.512207
23/1/21,1230.990601
24/1/21,1391.609375
25/1/21,1324.414795
26/1/21,1357.058105
27/1/21,1253.187134
28/1/21,1298.101807
29/1/21,1382.522827
30/1/21,1376.115479
31/1/21,1314.986206
1/2/21,1369.040527
2/2/21,1515.193726
3/2/21,1660.909546
4/2/21,1594.762695
5/2/21,1718.650879
6/2/21,1677.846802
7/2/21,1614.227783
8/2/21,1746.616821
9/2/21,1768.035034
10/2/21,1744.243408
11/2/21,1783.797974
12/2/21,1843.532593
13/2/21,1814.109863
14/2/21,1805.084106
15/2/21,1779.791016
16/2/21,1781.067505
17/2/21,1848.458252
18/2/21,1937.449219
19/2/21,1960.164795
20/2/21,1919.534058
21/2/21,1935.601074
22/2/21,1781.99292
23/2/21,1570.203979
24/2/21,1626.575684
25/2/21,1475.703735
26/2/21,1446.033691
27/2/21,1459.973145
28/2/21,1416.04895
1/3/21,1564.707642
2/3/21,1492.608765
3/3/21,1575.853149
4/3/21,1541.914307
5/3/21,1533.275024
6/3/21,1654.741577
7/3/21,1723.153809
8/3/21,1834.727905
9/3/21,1868.048828
10/3/21,1799.16626
11/3/21,1826.194946
12/3/21,1772.102417
13/3/21,1924.685425
14/3/21,1854.564331
15/3/21,1791.702271
16/3/21,1806.971802
17/3/21,1823.449341
18/3/21,1782.855103
19/3/21,1817.624146
20/3/21,1812.634644
21/3/21,1788.217041
22/3/21,1691.333984
23/3/21,1678.650146
24/3/21,1593.413452
25/3/21,1595.359253
26/3/21,1702.842041
27/3/21,1716.494629
28/3/21,1691.355957
29/3/21,1819.684937
30/3/21,1846.033691
31/3/21,1918.362061
1/4/21,1977.276855
2/4/21,2143.225586
3/4/21,2028.422485
4/4/21,2093.122803
5/4/21,2107.887207
6/4/21,2118.378906
7/4/21,1971.077271
8/4/21,2088.57373
9/4/21,2072.108887
10/4/21,2135.942139
11/4/21,2157.656982
12/4/21,2139.353271
13/4/21,2299.187744
14/4/21,2435.10498
15/4/21,2519.116211
16/4/21,2431.946533
17/4/21,2344.89502
18/4/21,2237.136963
19/4/21,2166.188721
20/4/21,2330.210938
21/4/21,2364.751709
22/4/21,2403.535156
23/4/21,2363.586182
24/4/21,2211.625732
25/4/21,2316.05957
26/4/21,2534.481689
27/4/21,2662.865234
28/4/21,2746.380127
29/4/21,2756.876953
30/4/21,2773.207031
1/5/21,2945.892822
2/5/21,2952.056152
3/5/21,3431.086182
4/5/21,3253.629395
5/5/21,3522.783203
6/5/21,3490.880371
7/5/21,3484.729004
8/5/21,3902.647705
9/5/21,3928.844727
10/5/21,3952.293945
11/5/21,4168.701172
12/5/21,3785.848633
13/5/21,3715.148438
14/5/21,4079.057373
15/5/21,3638.12207
16/5/21,3587.506104
17/5/21,3282.397705
18/5/21,3380.070068
19/5/21,2460.679199
20/5/21,2784.294189
21/5/21,2430.621338
22/5/21,2295.705566
23/5/21,2109.579834
24/5/21,2643.591064
25/5/21,2706.628906
26/5/21,2888.69873
27/5/21,2736.488525
28/5/21,2419.90625
29/5/21,2279.51416
30/5/21,2390.30542
31/5/21,2714.945313
1/6/21,2633.518311
2/6/21,2706.125
3/6/21,2855.126465
4/6/21,2688.195068
5/6/21,2630.576904
6/6/21,2715.092773
7/6/21,2590.263184
8/6/21,2517.438721
9/6/21,2608.26709
10/6/21,2471.518555
11/6/21,2353.768799
12/6/21,2372.484375
13/6/21,2508.391602
14/6/21,2537.891113
15/6/21,2610.936768
16/6/21,2367.663574
17/6/21,2372.001953
18/6/21,2231.733154
19/6/21,2178.499023
20/6/21,2246.364502
21/6/21,1888.44751
22/6/21,1874.950073
23/6/21,1989.736328
24/6/21,1988.456299
25/6/21,1813.217285
26/6/21,1829.239258
27/6/21,1978.894653
28/6/21,2079.657471
29/6/21,2160.768311
30/6/21,2274.547607
1/7/21,2113.605469
2/7/21,2150.040283
3/7/21,2226.114258
4/7/21,2321.724121
5/7/21,2198.58252
6/7/21,2324.679443
7/7/21,2315.161865
8/7/21,2120.026367
9/7/21,2146.692383
10/7/21,2111.403564
11/7/21,2139.664795
12/7/21,2036.721069
13/7/21,1940.083984
14/7/21,1994.331299
15/7/21,1911.175659
16/7/21,1880.382935
17/7/21,1898.825195
18/7/21,1895.552124
19/7/21,1817.296631
20/7/21,1787.510742
21/7/21,1990.970825
22/7/21,2025.202759
23/7/21,2124.776611
24/7/21,2189.21875
25/7/21,2191.373779
26/7/21,2233.366699
27/7/21,2298.333496
28/7/21,2296.54541
29/7/21,2380.956787
30/7/21,2466.961426
31/7/21,2536.209961
1/8/21,2561.852051
2/8/21,2610.15332
3/8/21,2502.349609
4/8/21,2724.619873
5/8/21,2827.328857
6/8/21,2890.94165
7/8/21,3157.23877
8/8/21,3013.732666
9/8/21,3167.856201
10/8/21,3141.691162
11/8/21,3164.245117
12/8/21,3043.414307
13/8/21,3322.21167
14/8/21,3265.443359
15/8/21,3310.50415
16/8/21,3156.509521
17/8/21,3014.845947
18/8/21,3020.089844
19/8/21,3182.702148
20/8/21,3286.935303
21/8/21,3226.083984
22/8/21,3242.115479
23/8/21,3319.257324
24/8/21,3172.456299
25/8/21,3224.915283
26/8/21,3100.325439
27/8/21,3270.60083
28/8/21,3244.40332
29/8/21,3227.002686
30/8/21,3224.374268
31/8/21,3433.732666
1/9/21,3834.828125
2/9/21,3790.98999
3/9/21,3940.614746
4/9/21,3887.828369
5/9/21,3952.133545
6/9/21,3928.379395
7/9/21,3426.394287
8/9/21,3497.315186
9/9/21,3427.340088
10/9/21,3211.505859
11/9/21,3270.278076
12/9/21,3410.134521
13/9/21,3285.511719
14/9/21,3429.169678
15/9/21,3615.282715
16/9/21,3571.294922
17/9/21,3398.538818
18/9/21,3432.018311
19/9/21,3329.447998
20/9/21,2958.993408
21/9/21,2764.431152
22/9/21,3077.86792
23/9/21,3155.523682
24/9/21,2931.669189
25/9/21,2925.565674
26/9/21,3062.265381
27/9/21,2934.138916
28/9/21,2807.296631
29/9/21,2853.143311
30/9/21,3001.678955
