Date,ETH
19/9/20,385.5443726
20/9/20,371.0528259
21/9/20,341.7860718
22/9/20,344.5031738
23/9/20,320.5855408
24/9/20,349.3566589
25/9/20,352.1618652
26/9/20,354.965271
27/9/20,357.3216858
28/9/20,354.9505005
29/9/20,359.9634094
30/9/20,360.0223694
1/10/20,353.2312927
2/10/20,346.5326538
3/10/20,347.3215942
4/10/20,353.1219177
5/10/20,354.2770996
6/10/20,341.0211487
7/10/20,342.1197815
8/10/20,351.455658
10/10/20,370.9675903
11/10/20,375.1420593
14/10/20,379.4840393
15/10/20,377.4418335
16/10/20,366.2290039
17/10/20,368.8559265
18/10/20,378.2136841
19/10/20,379.9356079
20/10/20,369.1369019
21/10/20,392.1899719
22/10/20,413.7729797
23/10/20,409.7666931
24/10/20,412.4576111
25/10/20,406.2177734
26/10/20,393.8883057
27/10/20,403.9970398
28/10/20,388.6507568
29/10/20,386.7301025
30/10/20,382.8199768
31/10/20,386.590332
1/11/20,396.3581848
2/11/20,383.1567383
3/11/20,387.6021729
4/11/20,402.1419983
5/11/20,414.0673523
6/11/20,454.7192993
7/11/20,435.7131348
8/11/20,453.5547791
9/11/20,444.1630554
10/11/20,449.6796265
11/11/20,462.9605408
12/11/20,461.0052795
13/11/20,474.6264343
14/11/20,460.1498413
15/11/20,447.559082
16/11/20,459.9403076
17/11/20,480.3600769
18/11/20,479.4840698
19/11/20,471.6304321
20/11/20,509.7445679
21/11/20,549.4866333
22/11/20,558.0681152
23/11/20,608.4540405
24/11/20,603.8977661
25/11/20,570.6866455
26/11/20,518.8011475
27/11/20,517.4937134
28/11/20,538.2297974
29/11/20,575.7580566
30/11/20,614.8425293
1/12/20,587.3241577
2/12/20,598.352356
3/12/20,616.7087402
4/12/20,569.354187
5/12/20,596.595459
6/12/20,601.9089966
7/12/20,591.8433838
8/12/20,554.8277588
9/12/20,573.479126
10/12/20,559.6785278
11/12/20,545.7973633
12/12/20,568.5673218
13/12/20,589.663208
14/12/20,586.0111694
15/12/20,589.3555908
16/12/20,636.1818237
17/12/20,642.8689575
18/12/20,654.8119507
19/12/20,659.2979126
20/12/20,638.2908325
21/12/20,609.8178711
